CellLine	ClinSubtype	TransSubtype	DrugName	concentration	cell_count	cell_count__ctrl	cell_count__time0	BiolReplicate
MDA-MB-468	TNBC	Basal A	Taxol	0.000427	2117.3333	2750.3333	2056	7905.002
MDA-MB-468	TNBC	Basal A	Taxol	0.000427	3294.1667	4053.1667	2723.5	7906.002
MDA-MB-468	TNBC	Basal A	Taxol	0.000427	5239.5	5565.5	1838	7907.002
MDA-MB-468	TNBC	Basal A	Taxol	0.00213	3411.3333	2750.3333	2056	7905.002
MDA-MB-468	TNBC	Basal A	Taxol	0.00213	5241.1667	4053.1667	2723.5	7906.002
MDA-MB-468	TNBC	Basal A	Taxol	0.00213	5754.5	5565.5	1838	7907.002
MDA-MB-468	TNBC	Basal A	Taxol	0.0107	1247.6667	2750.3333	2056	7905.002
MDA-MB-468	TNBC	Basal A	Taxol	0.0107	3032.1667	4053.1667	2723.5	7906.002
MDA-MB-468	TNBC	Basal A	Taxol	0.0107	1408.8333	5565.5	1838	7907.002
MDA-MB-468	TNBC	Basal A	Taxol	0.0533	238.3333	2750.3333	2056	7905.002
MDA-MB-468	TNBC	Basal A	Taxol	0.0533	578.8333	4053.1667	2723.5	7906.002
MDA-MB-468	TNBC	Basal A	Taxol	0.0533	351.8333	5565.5	1838	7907.002
MDA-MB-468	TNBC	Basal A	Taxol	0.267	524.6667	2750.3333	2056	7905.002
MDA-MB-468	TNBC	Basal A	Taxol	0.267	179.5	4053.1667	2723.5	7906.002
MDA-MB-468	TNBC	Basal A	Taxol	0.267	266.5	5565.5	1838	7907.002
MDA-MB-468	TNBC	Basal A	Taxol	1.33	181.3333	2750.3333	2056	7905.002
MDA-MB-468	TNBC	Basal A	Taxol	1.33	277.5	4053.1667	2723.5	7906.002
MDA-MB-468	TNBC	Basal A	Taxol	1.33	292.5	5565.5	1838	7907.002
MDA-MB-468	TNBC	Basal A	Taxol	6.67	305.6667	2750.3333	2056	7905.002
MDA-MB-468	TNBC	Basal A	Taxol	6.67	927.1667	4053.1667	2723.5	7906.002
MDA-MB-468	TNBC	Basal A	Taxol	6.67	253.8333	5565.5	1838	7907.002
MDA-MB-468	TNBC	Basal A	Taxol	33.3	189.6667	2750.3333	2056	7905.002
MDA-MB-468	TNBC	Basal A	Taxol	33.3	1165.5	4053.1667	2723.5	7906.002
MDA-MB-468	TNBC	Basal A	Taxol	33.3	228.5	5565.5	1838	7907.002
SK-BR-3	HER2amp	Luminal	Taxol	8.53e-05	7639	7159.3333	3263	9759.002
SK-BR-3	HER2amp	Luminal	Taxol	8.53e-05	7786.5	7709.5	3879	9760.002
SK-BR-3	HER2amp	Luminal	Taxol	8.53e-05	4292.5	4256.5	2683	10127.002
SK-BR-3	HER2amp	Luminal	Taxol	8.53e-05	4149.6667	4149.6667	2244	12999.002
SK-BR-3	HER2amp	Luminal	Taxol	0.000427	7803.3333	7159.3333	3263	9759.002
SK-BR-3	HER2amp	Luminal	Taxol	0.000427	7519.5	7709.5	3879	9760.002
SK-BR-3	HER2amp	Luminal	Taxol	0.000427	4129.1667	4256.5	2683	10127.002
SK-BR-3	HER2amp	Luminal	Taxol	0.000427	4214.6667	4149.6667	2244	12999.002
SK-BR-3	HER2amp	Luminal	Taxol	0.00213	7684.6667	7159.3333	3263	9759.002
SK-BR-3	HER2amp	Luminal	Taxol	0.00213	7544.5	7709.5	3879	9760.002
SK-BR-3	HER2amp	Luminal	Taxol	0.00213	4558.5	4256.5	2683	10127.002
SK-BR-3	HER2amp	Luminal	Taxol	0.00213	4226	4149.6667	2244	12999.002
SK-BR-3	HER2amp	Luminal	Taxol	0.0107	5331.3333	7159.3333	3263	9759.002
SK-BR-3	HER2amp	Luminal	Taxol	0.0107	5932.1667	7709.5	3879	9760.002
SK-BR-3	HER2amp	Luminal	Taxol	0.0107	3104.5	4256.5	2683	10127.002
SK-BR-3	HER2amp	Luminal	Taxol	0.0107	3546	4149.6667	2244	12999.002
SK-BR-3	HER2amp	Luminal	Taxol	0.0533	1061	7159.3333	3263	9759.002
SK-BR-3	HER2amp	Luminal	Taxol	0.0533	1085.8333	7709.5	3879	9760.002
SK-BR-3	HER2amp	Luminal	Taxol	0.0533	2682.8333	4256.5	2683	10127.002
SK-BR-3	HER2amp	Luminal	Taxol	0.0533	1222	4149.6667	2244	12999.002
SK-BR-3	HER2amp	Luminal	Taxol	0.267	995.3333	7159.3333	3263	9759.002
SK-BR-3	HER2amp	Luminal	Taxol	0.267	1204.8333	7709.5	3879	9760.002
SK-BR-3	HER2amp	Luminal	Taxol	0.267	1413.1667	4256.5	2683	10127.002
SK-BR-3	HER2amp	Luminal	Taxol	0.267	1082.3333	4149.6667	2244	12999.002
SK-BR-3	HER2amp	Luminal	Taxol	1.33	1064.3333	7159.3333	3263	9759.002
SK-BR-3	HER2amp	Luminal	Taxol	1.33	1111.5	7709.5	3879	9760.002
SK-BR-3	HER2amp	Luminal	Taxol	1.33	1400.1667	4256.5	2683	10127.002
SK-BR-3	HER2amp	Luminal	Taxol	1.33	1014.6667	4149.6667	2244	12999.002
SK-BR-3	HER2amp	Luminal	Taxol	6.67	934.6667	7159.3333	3263	9759.002
SK-BR-3	HER2amp	Luminal	Taxol	6.67	1106.1667	7709.5	3879	9760.002
SK-BR-3	HER2amp	Luminal	Taxol	6.67	2382.1667	4256.5	2683	10127.002
SK-BR-3	HER2amp	Luminal	Taxol	6.67	1019.6667	4149.6667	2244	12999.002
SK-BR-3	HER2amp	Luminal	Taxol	33.3	904.6667	7159.3333	3263	9759.002
SK-BR-3	HER2amp	Luminal	Taxol	33.3	944.1667	7709.5	3879	9760.002
SK-BR-3	HER2amp	Luminal	Taxol	33.3	1305.5	4256.5	2683	10127.002
SK-BR-3	HER2amp	Luminal	Taxol	33.3	985.6667	4149.6667	2244	12999.002
SUM1315MO2	TNBC	Basal B	Taxol	8.53e-05	3130.1667	2746.5	2074	9797.002
SUM1315MO2	TNBC	Basal B	Taxol	8.53e-05	9265	8913	4871.5	10139.002
SUM1315MO2	TNBC	Basal B	Taxol	0.000427	2877.8333	2746.5	2074	9797.002
SUM1315MO2	TNBC	Basal B	Taxol	0.000427	8865.6667	8913	4871.5	10139.002
SUM1315MO2	TNBC	Basal B	Taxol	0.00213	2548.8333	2746.5	2074	9797.002
SUM1315MO2	TNBC	Basal B	Taxol	0.00213	8958.6667	8913	4871.5	10139.002
SUM1315MO2	TNBC	Basal B	Taxol	0.0107	1506.1667	2746.5	2074	9797.002
SUM1315MO2	TNBC	Basal B	Taxol	0.0107	6478.6667	8913	4871.5	10139.002
SUM1315MO2	TNBC	Basal B	Taxol	0.0533	944.5	2746.5	2074	9797.002
SUM1315MO2	TNBC	Basal B	Taxol	0.0533	3434.3333	8913	4871.5	10139.002
SUM1315MO2	TNBC	Basal B	Taxol	0.267	674.1667	2746.5	2074	9797.002
SUM1315MO2	TNBC	Basal B	Taxol	0.267	2467.3333	8913	4871.5	10139.002
SUM1315MO2	TNBC	Basal B	Taxol	1.33	658.5	2746.5	2074	9797.002
SUM1315MO2	TNBC	Basal B	Taxol	1.33	2635.3333	8913	4871.5	10139.002
SUM1315MO2	TNBC	Basal B	Taxol	6.67	647.8333	2746.5	2074	9797.002
SUM1315MO2	TNBC	Basal B	Taxol	6.67	2535	8913	4871.5	10139.002
SUM1315MO2	TNBC	Basal B	Taxol	33.3	638.1667	2746.5	2074	9797.002
SUM1315MO2	TNBC	Basal B	Taxol	33.3	2387.6667	8913	4871.5	10139.002
SUM149PT	TNBC	Basal B	Taxol	8.53e-05	4850	4155	1094	9830.002
SUM149PT	TNBC	Basal B	Taxol	0.000427	4515.3333	4155	1094	9830.002
SUM149PT	TNBC	Basal B	Taxol	0.00213	4527	4155	1094	9830.002
SUM149PT	TNBC	Basal B	Taxol	0.0107	1586.6667	4155	1094	9830.002
SUM149PT	TNBC	Basal B	Taxol	0.0533	1102.6667	4155	1094	9830.002
SUM149PT	TNBC	Basal B	Taxol	0.267	831.6667	4155	1094	9830.002
SUM149PT	TNBC	Basal B	Taxol	1.33	759	4155	1094	9830.002
SUM149PT	TNBC	Basal B	Taxol	6.67	713.6667	4155	1094	9830.002
SUM149PT	TNBC	Basal B	Taxol	33.3	760.3333	4155	1094	9830.002
SUM159PT	TNBC	Basal B	Taxol	8.53e-05	4053.8333	4539.5	635	7918.002
SUM159PT	TNBC	Basal B	Taxol	8.53e-05	7758.1667	7148.5	1298.5	9844.002
SUM159PT	TNBC	Basal B	Taxol	8.53e-05	3476.5	3606.5	409.5	13004.002
SUM159PT	TNBC	Basal B	Taxol	8.53e-05	3218	3076	369.5	13054.002
SUM159PT	TNBC	Basal B	Taxol	0.000427	3921.8333	4539.5	635	7918.002
SUM159PT	TNBC	Basal B	Taxol	0.000427	7139.1667	7148.5	1298.5	9844.002
SUM159PT	TNBC	Basal B	Taxol	0.000427	3534.1667	3606.5	409.5	13004.002
SUM159PT	TNBC	Basal B	Taxol	0.000427	2800.6667	3076	369.5	13054.002
SUM159PT	TNBC	Basal B	Taxol	0.00213	4262.5	4539.5	635	7918.002
SUM159PT	TNBC	Basal B	Taxol	0.00213	7039.8333	7148.5	1298.5	9844.002
SUM159PT	TNBC	Basal B	Taxol	0.00213	2741.5	3606.5	409.5	13004.002
SUM159PT	TNBC	Basal B	Taxol	0.00213	2036.6667	3076	369.5	13054.002
SUM159PT	TNBC	Basal B	Taxol	0.0107	3583.5	4539.5	635	7918.002
SUM159PT	TNBC	Basal B	Taxol	0.0107	3247.8333	7148.5	1298.5	9844.002
SUM159PT	TNBC	Basal B	Taxol	0.0107	493.1667	3606.5	409.5	13004.002
SUM159PT	TNBC	Basal B	Taxol	0.0107	463.6667	3076	369.5	13054.002
SUM159PT	TNBC	Basal B	Taxol	0.0533	535.1667	4539.5	635	7918.002
SUM159PT	TNBC	Basal B	Taxol	0.0533	740.5	7148.5	1298.5	9844.002
SUM159PT	TNBC	Basal B	Taxol	0.0533	281.8333	3606.5	409.5	13004.002
SUM159PT	TNBC	Basal B	Taxol	0.0533	242.3333	3076	369.5	13054.002
SUM159PT	TNBC	Basal B	Taxol	0.267	316.1667	4539.5	635	7918.002
SUM159PT	TNBC	Basal B	Taxol	0.267	827.5	7148.5	1298.5	9844.002
SUM159PT	TNBC	Basal B	Taxol	0.267	266.1667	3606.5	409.5	13004.002
SUM159PT	TNBC	Basal B	Taxol	0.267	222	3076	369.5	13054.002
SUM159PT	TNBC	Basal B	Taxol	1.33	242.1667	4539.5	635	7918.002
SUM159PT	TNBC	Basal B	Taxol	1.33	592.5	7148.5	1298.5	9844.002
SUM159PT	TNBC	Basal B	Taxol	1.33	256.1667	3606.5	409.5	13004.002
SUM159PT	TNBC	Basal B	Taxol	1.33	242	3076	369.5	13054.002
SUM159PT	TNBC	Basal B	Taxol	6.67	359.1667	4539.5	635	7918.002
SUM159PT	TNBC	Basal B	Taxol	6.67	351.1667	7148.5	1298.5	9844.002
SUM159PT	TNBC	Basal B	Taxol	6.67	232.8333	3606.5	409.5	13004.002
SUM159PT	TNBC	Basal B	Taxol	6.67	197.6667	3076	369.5	13054.002
SUM159PT	TNBC	Basal B	Taxol	33.3	263.1667	4539.5	635	7918.002
SUM159PT	TNBC	Basal B	Taxol	33.3	105.5	7148.5	1298.5	9844.002
SUM159PT	TNBC	Basal B	Taxol	33.3	206.5	3606.5	409.5	13004.002
SUM159PT	TNBC	Basal B	Taxol	33.3	210.6667	3076	369.5	13054.002
SUM185PE	TNBC	Luminal	Taxol	8.53e-05	7968.3333	7452.3333	4536.5	7921.002
SUM185PE	TNBC	Luminal	Taxol	8.53e-05	7053.8333	6373.1667	3265	10146.002
SUM185PE	TNBC	Luminal	Taxol	0.000427	7232.3333	7452.3333	4536.5	7921.002
SUM185PE	TNBC	Luminal	Taxol	0.000427	4540.1667	6373.1667	3265	10146.002
SUM185PE	TNBC	Luminal	Taxol	0.00213	7395.6667	7452.3333	4536.5	7921.002
SUM185PE	TNBC	Luminal	Taxol	0.00213	6481.1667	6373.1667	3265	10146.002
SUM185PE	TNBC	Luminal	Taxol	0.0107	6957.6667	7452.3333	4536.5	7921.002
SUM185PE	TNBC	Luminal	Taxol	0.0107	6238.1667	6373.1667	3265	10146.002
SUM185PE	TNBC	Luminal	Taxol	0.0533	4716	7452.3333	4536.5	7921.002
SUM185PE	TNBC	Luminal	Taxol	0.0533	5202.1667	6373.1667	3265	10146.002
SUM185PE	TNBC	Luminal	Taxol	0.267	4296	7452.3333	4536.5	7921.002
SUM185PE	TNBC	Luminal	Taxol	0.267	4996.5	6373.1667	3265	10146.002
SUM185PE	TNBC	Luminal	Taxol	1.33	4241.3333	7452.3333	4536.5	7921.002
SUM185PE	TNBC	Luminal	Taxol	1.33	5177.8333	6373.1667	3265	10146.002
SUM185PE	TNBC	Luminal	Taxol	6.67	3946.3333	7452.3333	4536.5	7921.002
SUM185PE	TNBC	Luminal	Taxol	6.67	4464.1667	6373.1667	3265	10146.002
SUM185PE	TNBC	Luminal	Taxol	33.3	4165	7452.3333	4536.5	7921.002
SUM185PE	TNBC	Luminal	Taxol	33.3	4263.1667	6373.1667	3265	10146.002
SUM229PE	TNBC	-	Taxol	8.53e-05	6477.6667	6090.3333	2046.5	9860.002
SUM229PE	TNBC	-	Taxol	8.53e-05	7586.6667	7150	2821	13009.002
SUM229PE	TNBC	-	Taxol	8.53e-05	7559.3333	7164	2287.5	13062.002
SUM229PE	TNBC	-	Taxol	0.000427	6148	6090.3333	2046.5	9860.002
SUM229PE	TNBC	-	Taxol	0.000427	7026.3333	7150	2821	13009.002
SUM229PE	TNBC	-	Taxol	0.000427	7286	7164	2287.5	13062.002
SUM229PE	TNBC	-	Taxol	0.00213	6538.6667	6090.3333	2046.5	9860.002
SUM229PE	TNBC	-	Taxol	0.00213	7351.6667	7150	2821	13009.002
SUM229PE	TNBC	-	Taxol	0.00213	7556.3333	7164	2287.5	13062.002
SUM229PE	TNBC	-	Taxol	0.0107	3602.3333	6090.3333	2046.5	9860.002
SUM229PE	TNBC	-	Taxol	0.0107	6244.6667	7150	2821	13009.002
SUM229PE	TNBC	-	Taxol	0.0107	5721.6667	7164	2287.5	13062.002
SUM229PE	TNBC	-	Taxol	0.0533	1771.3333	6090.3333	2046.5	9860.002
SUM229PE	TNBC	-	Taxol	0.0533	2924	7150	2821	13009.002
SUM229PE	TNBC	-	Taxol	0.0533	2768	7164	2287.5	13062.002
SUM229PE	TNBC	-	Taxol	0.267	1666.6667	6090.3333	2046.5	9860.002
SUM229PE	TNBC	-	Taxol	0.267	2701.6667	7150	2821	13009.002
SUM229PE	TNBC	-	Taxol	0.267	2326.3333	7164	2287.5	13062.002
SUM229PE	TNBC	-	Taxol	1.33	1922.6667	6090.3333	2046.5	9860.002
SUM229PE	TNBC	-	Taxol	1.33	2562	7150	2821	13009.002
SUM229PE	TNBC	-	Taxol	1.33	2445	7164	2287.5	13062.002
SUM229PE	TNBC	-	Taxol	6.67	1555.6667	6090.3333	2046.5	9860.002
SUM229PE	TNBC	-	Taxol	6.67	2471.6667	7150	2821	13009.002
SUM229PE	TNBC	-	Taxol	6.67	2145.6667	7164	2287.5	13062.002
SUM229PE	TNBC	-	Taxol	33.3	1627.3333	6090.3333	2046.5	9860.002
SUM229PE	TNBC	-	Taxol	33.3	2498.6667	7150	2821	13009.002
SUM229PE	TNBC	-	Taxol	33.3	2271.6667	7164	2287.5	13062.002
SUM52PE	HR+	Luminal	Taxol	8.53e-05	6082.5	5460.5	2151.5	9878.002
SUM52PE	HR+	Luminal	Taxol	8.53e-05	5908	5619.3333	2466.5	9889.002
SUM52PE	HR+	Luminal	Taxol	8.53e-05	2273.3333	2717.3333	1298.5	12969.002
SUM52PE	HR+	Luminal	Taxol	0.000427	5467.5	5460.5	2151.5	9878.002
SUM52PE	HR+	Luminal	Taxol	0.000427	5379.3333	5619.3333	2466.5	9889.002
SUM52PE	HR+	Luminal	Taxol	0.000427	2619.6667	2717.3333	1298.5	12969.002
SUM52PE	HR+	Luminal	Taxol	0.00213	5439.1667	5460.5	2151.5	9878.002
SUM52PE	HR+	Luminal	Taxol	0.00213	4405.6667	5619.3333	2466.5	9889.002
SUM52PE	HR+	Luminal	Taxol	0.00213	2449.3333	2717.3333	1298.5	12969.002
SUM52PE	HR+	Luminal	Taxol	0.0107	2594.5	5460.5	2151.5	9878.002
SUM52PE	HR+	Luminal	Taxol	0.0107	1776	5619.3333	2466.5	9889.002
SUM52PE	HR+	Luminal	Taxol	0.0107	1627	2717.3333	1298.5	12969.002
SUM52PE	HR+	Luminal	Taxol	0.0533	1385.8333	5460.5	2151.5	9878.002
SUM52PE	HR+	Luminal	Taxol	0.0533	1665	5619.3333	2466.5	9889.002
SUM52PE	HR+	Luminal	Taxol	0.0533	1537.6667	2717.3333	1298.5	12969.002
SUM52PE	HR+	Luminal	Taxol	0.267	1089.1667	5460.5	2151.5	9878.002
SUM52PE	HR+	Luminal	Taxol	0.267	1412	5619.3333	2466.5	9889.002
SUM52PE	HR+	Luminal	Taxol	0.267	1470.6667	2717.3333	1298.5	12969.002
SUM52PE	HR+	Luminal	Taxol	1.33	1107.8333	5460.5	2151.5	9878.002
SUM52PE	HR+	Luminal	Taxol	1.33	1577.3333	5619.3333	2466.5	9889.002
SUM52PE	HR+	Luminal	Taxol	1.33	1472	2717.3333	1298.5	12969.002
SUM52PE	HR+	Luminal	Taxol	6.67	1013.8333	5460.5	2151.5	9878.002
SUM52PE	HR+	Luminal	Taxol	6.67	1332	5619.3333	2466.5	9889.002
SUM52PE	HR+	Luminal	Taxol	6.67	1540.6667	2717.3333	1298.5	12969.002
SUM52PE	HR+	Luminal	Taxol	33.3	1013.5	5460.5	2151.5	9878.002
SUM52PE	HR+	Luminal	Taxol	33.3	1492.3333	5619.3333	2466.5	9889.002
SUM52PE	HR+	Luminal	Taxol	33.3	1438	2717.3333	1298.5	12969.002
T47D	HR+	Luminal	Taxol	8.53e-05	6087	5801.3333	4376	9897.002
T47D	HR+	Luminal	Taxol	8.53e-05	6263.3333	5877	2864.5	12720.002
T47D	HR+	Luminal	Taxol	0.000427	5794.6667	5801.3333	4376	9897.002
T47D	HR+	Luminal	Taxol	0.000427	5641	5877	2864.5	12720.002
T47D	HR+	Luminal	Taxol	0.00213	6080.6667	5801.3333	4376	9897.002
T47D	HR+	Luminal	Taxol	0.00213	6120.3333	5877	2864.5	12720.002
T47D	HR+	Luminal	Taxol	0.0107	4088	5801.3333	4376	9897.002
T47D	HR+	Luminal	Taxol	0.0107	4067.6667	5877	2864.5	12720.002
T47D	HR+	Luminal	Taxol	0.0533	2998.6667	5801.3333	4376	9897.002
T47D	HR+	Luminal	Taxol	0.0533	2820	5877	2864.5	12720.002
T47D	HR+	Luminal	Taxol	0.267	2891.6667	5801.3333	4376	9897.002
T47D	HR+	Luminal	Taxol	0.267	2865	5877	2864.5	12720.002
T47D	HR+	Luminal	Taxol	1.33	2953.3333	5801.3333	4376	9897.002
T47D	HR+	Luminal	Taxol	1.33	3137.6667	5877	2864.5	12720.002
T47D	HR+	Luminal	Taxol	6.67	2880	5801.3333	4376	9897.002
T47D	HR+	Luminal	Taxol	6.67	2644	5877	2864.5	12720.002
T47D	HR+	Luminal	Taxol	33.3	2817	5801.3333	4376	9897.002
T47D	HR+	Luminal	Taxol	33.3	2547.6667	5877	2864.5	12720.002
T47DKBLUC	Unknown	Unknown	Taxol	8.53e-05	10111.3333	9349	5411.5	13070.002
T47DKBLUC	Unknown	Unknown	Taxol	0.000427	9142	9349	5411.5	13070.002
T47DKBLUC	Unknown	Unknown	Taxol	0.00213	9745.6667	9349	5411.5	13070.002
T47DKBLUC	Unknown	Unknown	Taxol	0.0107	7739	9349	5411.5	13070.002
T47DKBLUC	Unknown	Unknown	Taxol	0.0533	4954.6667	9349	5411.5	13070.002
T47DKBLUC	Unknown	Unknown	Taxol	0.267	4425.6667	9349	5411.5	13070.002
T47DKBLUC	Unknown	Unknown	Taxol	1.33	4440.6667	9349	5411.5	13070.002
T47DKBLUC	Unknown	Unknown	Taxol	6.67	4326	9349	5411.5	13070.002
T47DKBLUC	Unknown	Unknown	Taxol	33.3	4411	9349	5411.5	13070.002
UACC-812	HER2amp	Luminal	Taxol	8.53e-05	8915.6667	8478.6667	5320.5	9913.002
UACC-812	HER2amp	Luminal	Taxol	8.53e-05	5684.3333	5333.3333	4024	10150.002
UACC-812	HER2amp	Luminal	Taxol	8.53e-05	7571.8333	6163.8333	4649	10267.002
UACC-812	HER2amp	Luminal	Taxol	8.53e-05	6289.8333	6167.1667	3947.5	13078.002
UACC-812	HER2amp	Luminal	Taxol	0.000427	7799.3333	8478.6667	5320.5	9913.002
UACC-812	HER2amp	Luminal	Taxol	0.000427	5434.3333	5333.3333	4024	10150.002
UACC-812	HER2amp	Luminal	Taxol	0.000427	6700.8333	6163.8333	4649	10267.002
UACC-812	HER2amp	Luminal	Taxol	0.000427	6023.1667	6167.1667	3947.5	13078.002
UACC-812	HER2amp	Luminal	Taxol	0.00213	8491	8478.6667	5320.5	9913.002
UACC-812	HER2amp	Luminal	Taxol	0.00213	5475.3333	5333.3333	4024	10150.002
UACC-812	HER2amp	Luminal	Taxol	0.00213	6991.1667	6163.8333	4649	10267.002
UACC-812	HER2amp	Luminal	Taxol	0.00213	6490.1667	6167.1667	3947.5	13078.002
UACC-812	HER2amp	Luminal	Taxol	0.0107	6537	8478.6667	5320.5	9913.002
UACC-812	HER2amp	Luminal	Taxol	0.0107	3943	5333.3333	4024	10150.002
UACC-812	HER2amp	Luminal	Taxol	0.0107	4054.8333	6163.8333	4649	10267.002
UACC-812	HER2amp	Luminal	Taxol	0.0107	4424.5	6167.1667	3947.5	13078.002
UACC-812	HER2amp	Luminal	Taxol	0.0533	5362.3333	8478.6667	5320.5	9913.002
UACC-812	HER2amp	Luminal	Taxol	0.0533	3397	5333.3333	4024	10150.002
UACC-812	HER2amp	Luminal	Taxol	0.0533	4067.1667	6163.8333	4649	10267.002
UACC-812	HER2amp	Luminal	Taxol	0.0533	3391.5	6167.1667	3947.5	13078.002
UACC-812	HER2amp	Luminal	Taxol	0.267	5163.3333	8478.6667	5320.5	9913.002
UACC-812	HER2amp	Luminal	Taxol	0.267	3297.3333	5333.3333	4024	10150.002
UACC-812	HER2amp	Luminal	Taxol	0.267	3931.1667	6163.8333	4649	10267.002
UACC-812	HER2amp	Luminal	Taxol	0.267	3064.5	6167.1667	3947.5	13078.002
UACC-812	HER2amp	Luminal	Taxol	1.33	5162.6667	8478.6667	5320.5	9913.002
UACC-812	HER2amp	Luminal	Taxol	1.33	3623	5333.3333	4024	10150.002
UACC-812	HER2amp	Luminal	Taxol	1.33	4135.5	6163.8333	4649	10267.002
UACC-812	HER2amp	Luminal	Taxol	1.33	3133.5	6167.1667	3947.5	13078.002
UACC-812	HER2amp	Luminal	Taxol	6.67	5562.6667	8478.6667	5320.5	9913.002
UACC-812	HER2amp	Luminal	Taxol	6.67	3366	5333.3333	4024	10150.002
UACC-812	HER2amp	Luminal	Taxol	6.67	4070.1667	6163.8333	4649	10267.002
UACC-812	HER2amp	Luminal	Taxol	6.67	3032.1667	6167.1667	3947.5	13078.002
UACC-812	HER2amp	Luminal	Taxol	33.3	5088.3333	8478.6667	5320.5	9913.002
UACC-812	HER2amp	Luminal	Taxol	33.3	3208	5333.3333	4024	10150.002
UACC-812	HER2amp	Luminal	Taxol	33.3	3580.8333	6163.8333	4649	10267.002
UACC-812	HER2amp	Luminal	Taxol	33.3	3114.1667	6167.1667	3947.5	13078.002
UACC-893	HER2amp	Luminal	Taxol	8.53e-05	5532.8333	5002.8333	3712	9933.002
UACC-893	HER2amp	Luminal	Taxol	8.53e-05	3357.2222	3030.6667	2274.5	9953.002
UACC-893	HER2amp	Luminal	Taxol	0.000427	4962.1667	5002.8333	3712	9933.002
UACC-893	HER2amp	Luminal	Taxol	0.000427	2806.7778	3030.6667	2274.5	9953.002
UACC-893	HER2amp	Luminal	Taxol	0.00213	5411.1667	5002.8333	3712	9933.002
UACC-893	HER2amp	Luminal	Taxol	0.00213	3488.6667	3030.6667	2274.5	9953.002
UACC-893	HER2amp	Luminal	Taxol	0.0107	4596.8333	5002.8333	3712	9933.002
UACC-893	HER2amp	Luminal	Taxol	0.0107	2900.2222	3030.6667	2274.5	9953.002
UACC-893	HER2amp	Luminal	Taxol	0.0533	2152.1667	5002.8333	3712	9933.002
UACC-893	HER2amp	Luminal	Taxol	0.0533	2663.8889	3030.6667	2274.5	9953.002
UACC-893	HER2amp	Luminal	Taxol	0.267	1996.1667	5002.8333	3712	9933.002
UACC-893	HER2amp	Luminal	Taxol	0.267	2443.4444	3030.6667	2274.5	9953.002
UACC-893	HER2amp	Luminal	Taxol	1.33	2142.1667	5002.8333	3712	9933.002
UACC-893	HER2amp	Luminal	Taxol	1.33	2613	3030.6667	2274.5	9953.002
UACC-893	HER2amp	Luminal	Taxol	6.67	2058.5	5002.8333	3712	9933.002
UACC-893	HER2amp	Luminal	Taxol	6.67	2537.4444	3030.6667	2274.5	9953.002
UACC-893	HER2amp	Luminal	Taxol	33.3	2215.5	5002.8333	3712	9933.002
UACC-893	HER2amp	Luminal	Taxol	33.3	2248.5556	3030.6667	2274.5	9953.002
ZR-75-1	HR+	Luminal	Taxol	8.53e-05	10101.1667	9587.8333	5141	7932.002
ZR-75-1	HR+	Luminal	Taxol	8.53e-05	11800.3333	11603	8140.5	9958.002
ZR-75-1	HR+	Luminal	Taxol	0.000427	9707.8333	9587.8333	5141	7932.002
ZR-75-1	HR+	Luminal	Taxol	0.000427	11352.3333	11603	8140.5	9958.002
ZR-75-1	HR+	Luminal	Taxol	0.00213	9782.8333	9587.8333	5141	7932.002
ZR-75-1	HR+	Luminal	Taxol	0.00213	11698.6667	11603	8140.5	9958.002
ZR-75-1	HR+	Luminal	Taxol	0.0107	8195.1667	9587.8333	5141	7932.002
ZR-75-1	HR+	Luminal	Taxol	0.0107	10026.6667	11603	8140.5	9958.002
ZR-75-1	HR+	Luminal	Taxol	0.0533	6825.1667	9587.8333	5141	7932.002
ZR-75-1	HR+	Luminal	Taxol	0.0533	9000.6667	11603	8140.5	9958.002
ZR-75-1	HR+	Luminal	Taxol	0.267	6278.8333	9587.8333	5141	7932.002
ZR-75-1	HR+	Luminal	Taxol	0.267	8790.6667	11603	8140.5	9958.002
ZR-75-1	HR+	Luminal	Taxol	1.33	6394.8333	9587.8333	5141	7932.002
ZR-75-1	HR+	Luminal	Taxol	1.33	8772.6667	11603	8140.5	9958.002
ZR-75-1	HR+	Luminal	Taxol	6.67	6103.8333	9587.8333	5141	7932.002
ZR-75-1	HR+	Luminal	Taxol	6.67	8640	11603	8140.5	9958.002
ZR-75-1	HR+	Luminal	Taxol	33.3	6086.8333	9587.8333	5141	7932.002
ZR-75-1	HR+	Luminal	Taxol	33.3	9235	11603	8140.5	9958.002
ZR75B	HR+	Luminal	Taxol	8.53e-05	6358.3333	5977.3333	2977.5	9972.002
ZR75B	HR+	Luminal	Taxol	8.53e-05	7629.3333	7626	3879.5	9997.002
ZR75B	HR+	Luminal	Taxol	0.000427	5850.6667	5977.3333	2977.5	9972.002
ZR75B	HR+	Luminal	Taxol	0.000427	7577.6667	7626	3879.5	9997.002
ZR75B	HR+	Luminal	Taxol	0.00213	5769.6667	5977.3333	2977.5	9972.002
ZR75B	HR+	Luminal	Taxol	0.00213	7961.6667	7626	3879.5	9997.002
ZR75B	HR+	Luminal	Taxol	0.0107	4070.6667	5977.3333	2977.5	9972.002
ZR75B	HR+	Luminal	Taxol	0.0107	6218.3333	7626	3879.5	9997.002
ZR75B	HR+	Luminal	Taxol	0.0533	3730.6667	5977.3333	2977.5	9972.002
