CellLine	ClinSubtype	TransSubtype	DrugName	concentration	cell_count	cell_count__ctrl	cell_count__time0	BiolReplicate
MCF 10A	NM	Basal B	Taxol	0.000427	6205.8333	6159.8333	1131.5	7870.002
MCF 10A	NM	Basal B	Taxol	0.000427	8089.6667	8170.3333	1381.5	9551.002
MCF 10A	NM	Basal B	Taxol	0.000427	4044.6667	3763.6667	585	12944.002
MCF 10A	NM	Basal B	Taxol	0.00213	5245.5	5342.5	1029	7867.002
MCF 10A	NM	Basal B	Taxol	0.00213	5875.1667	6159.8333	1131.5	7870.002
MCF 10A	NM	Basal B	Taxol	0.00213	8552	8170.3333	1381.5	9551.002
MCF 10A	NM	Basal B	Taxol	0.00213	3580.3333	3763.6667	585	12944.002
MCF 10A	NM	Basal B	Taxol	0.0107	2497.8333	5342.5	1029	7867.002
MCF 10A	NM	Basal B	Taxol	0.0107	3162.5	6159.8333	1131.5	7870.002
MCF 10A	NM	Basal B	Taxol	0.0107	3201.3333	8170.3333	1381.5	9551.002
MCF 10A	NM	Basal B	Taxol	0.0107	1945.3333	3763.6667	585	12944.002
MCF 10A	NM	Basal B	Taxol	0.0533	1222.1667	5342.5	1029	7867.002
MCF 10A	NM	Basal B	Taxol	0.0533	1361.8333	6159.8333	1131.5	7870.002
MCF 10A	NM	Basal B	Taxol	0.0533	1008.3333	8170.3333	1381.5	9551.002
MCF 10A	NM	Basal B	Taxol	0.0533	635.6667	3763.6667	585	12944.002
MCF 10A	NM	Basal B	Taxol	0.267	1021.1667	5342.5	1029	7867.002
MCF 10A	NM	Basal B	Taxol	0.267	1053.5	6159.8333	1131.5	7870.002
MCF 10A	NM	Basal B	Taxol	0.267	629.6667	8170.3333	1381.5	9551.002
MCF 10A	NM	Basal B	Taxol	0.267	566.6667	3763.6667	585	12944.002
MCF 10A	NM	Basal B	Taxol	1.33	921.1667	5342.5	1029	7867.002
MCF 10A	NM	Basal B	Taxol	1.33	1011.5	6159.8333	1131.5	7870.002
MCF 10A	NM	Basal B	Taxol	1.33	655	8170.3333	1381.5	9551.002
MCF 10A	NM	Basal B	Taxol	1.33	515.6667	3763.6667	585	12944.002
MCF 10A	NM	Basal B	Taxol	6.67	896.5	5342.5	1029	7867.002
MCF 10A	NM	Basal B	Taxol	6.67	1071.8333	6159.8333	1131.5	7870.002
MCF 10A	NM	Basal B	Taxol	6.67	531.3333	8170.3333	1381.5	9551.002
MCF 10A	NM	Basal B	Taxol	6.67	513	3763.6667	585	12944.002
MCF 10A	NM	Basal B	Taxol	33.3	834.8333	5342.5	1029	7867.002
MCF 10A	NM	Basal B	Taxol	33.3	950.1667	6159.8333	1131.5	7870.002
MCF 10A	NM	Basal B	Taxol	33.3	645	8170.3333	1381.5	9551.002
MCF 10A	NM	Basal B	Taxol	33.3	541	3763.6667	585	12944.002
MCF 10F	NM	-	Taxol	8.53e-05	4130.3333	4148	968.5	9566.002
MCF 10F	NM	-	Taxol	0.000427	4142	4148	968.5	9566.002
MCF 10F	NM	-	Taxol	0.00213	3971	4148	968.5	9566.002
MCF 10F	NM	-	Taxol	0.0107	2048.3333	4148	968.5	9566.002
MCF 10F	NM	-	Taxol	0.0533	1217	4148	968.5	9566.002
MCF 10F	NM	-	Taxol	0.267	973.6667	4148	968.5	9566.002
MCF 10F	NM	-	Taxol	1.33	1001	4148	968.5	9566.002
MCF 10F	NM	-	Taxol	6.67	943.3333	4148	968.5	9566.002
MCF 10F	NM	-	Taxol	33.3	980.3333	4148	968.5	9566.002
MCF12A	NM	Basal B	Taxol	8.53e-05	8345.5	7893.1667	1928.5	7873.002
MCF12A	NM	Basal B	Taxol	8.53e-05	11390.6667	11372.6667	3098.5	10061.002
MCF12A	NM	Basal B	Taxol	8.53e-05	5174.3333	5669.6667	1687.5	12949.002
MCF12A	NM	Basal B	Taxol	0.000427	7810.1667	7893.1667	1928.5	7873.002
MCF12A	NM	Basal B	Taxol	0.000427	11237.6667	11372.6667	3098.5	10061.002
MCF12A	NM	Basal B	Taxol	0.000427	5698.6667	5669.6667	1687.5	12949.002
MCF12A	NM	Basal B	Taxol	0.00213	8247.8333	7893.1667	1928.5	7873.002
MCF12A	NM	Basal B	Taxol	0.00213	11949.3333	11372.6667	3098.5	10061.002
MCF12A	NM	Basal B	Taxol	0.00213	5733.3333	5669.6667	1687.5	12949.002
MCF12A	NM	Basal B	Taxol	0.0107	4594.8333	7893.1667	1928.5	7873.002
MCF12A	NM	Basal B	Taxol	0.0107	7923.3333	11372.6667	3098.5	10061.002
MCF12A	NM	Basal B	Taxol	0.0107	3669	5669.6667	1687.5	12949.002
MCF12A	NM	Basal B	Taxol	0.0533	1708.8333	7893.1667	1928.5	7873.002
MCF12A	NM	Basal B	Taxol	0.0533	6245.3333	11372.6667	3098.5	10061.002
MCF12A	NM	Basal B	Taxol	0.0533	1660.6667	5669.6667	1687.5	12949.002
MCF12A	NM	Basal B	Taxol	0.267	2089.8333	7893.1667	1928.5	7873.002
MCF12A	NM	Basal B	Taxol	0.267	6228	11372.6667	3098.5	10061.002
MCF12A	NM	Basal B	Taxol	0.267	1776	5669.6667	1687.5	12949.002
MCF12A	NM	Basal B	Taxol	1.33	1962.8333	7893.1667	1928.5	7873.002
MCF12A	NM	Basal B	Taxol	1.33	6111.6667	11372.6667	3098.5	10061.002
MCF12A	NM	Basal B	Taxol	1.33	1712.6667	5669.6667	1687.5	12949.002
MCF12A	NM	Basal B	Taxol	6.67	1761.8333	7893.1667	1928.5	7873.002
MCF12A	NM	Basal B	Taxol	6.67	5074	11372.6667	3098.5	10061.002
MCF12A	NM	Basal B	Taxol	6.67	1894.3333	5669.6667	1687.5	12949.002
MCF12A	NM	Basal B	Taxol	33.3	1629.5	7893.1667	1928.5	7873.002
MCF12A	NM	Basal B	Taxol	33.3	4021.3333	11372.6667	3098.5	10061.002
MCF12A	NM	Basal B	Taxol	33.3	1765	5669.6667	1687.5	12949.002
MCF7	HR+	Luminal	Taxol	8.53e-05	4371.5	4276.5	1206	7875.002
MCF7	HR+	Luminal	Taxol	8.53e-05	10013.6667	9726.3333	4064	9583.002
MCF7	HR+	Luminal	Taxol	8.53e-05	11477.1667	11143.5	6506.5	10073.002
MCF7	HR+	Luminal	Taxol	0.000427	4208.8333	4276.5	1206	7875.002
MCF7	HR+	Luminal	Taxol	0.000427	9469	9726.3333	4064	9583.002
MCF7	HR+	Luminal	Taxol	0.000427	11192.1667	11143.5	6506.5	10073.002
MCF7	HR+	Luminal	Taxol	0.00213	4203.5	4276.5	1206	7875.002
MCF7	HR+	Luminal	Taxol	0.00213	9362	9726.3333	4064	9583.002
MCF7	HR+	Luminal	Taxol	0.00213	11094.1667	11143.5	6506.5	10073.002
MCF7	HR+	Luminal	Taxol	0.0107	2589.1667	4276.5	1206	7875.002
MCF7	HR+	Luminal	Taxol	0.0107	7614.3333	9726.3333	4064	9583.002
MCF7	HR+	Luminal	Taxol	0.0107	9595.1667	11143.5	6506.5	10073.002
MCF7	HR+	Luminal	Taxol	0.0533	1789.8333	4276.5	1206	7875.002
MCF7	HR+	Luminal	Taxol	0.0533	4989.3333	9726.3333	4064	9583.002
MCF7	HR+	Luminal	Taxol	0.0533	8016.1667	11143.5	6506.5	10073.002
MCF7	HR+	Luminal	Taxol	0.267	1630.5	4276.5	1206	7875.002
MCF7	HR+	Luminal	Taxol	0.267	4574	9726.3333	4064	9583.002
MCF7	HR+	Luminal	Taxol	0.267	8137.1667	11143.5	6506.5	10073.002
MCF7	HR+	Luminal	Taxol	1.33	1540.5	4276.5	1206	7875.002
MCF7	HR+	Luminal	Taxol	1.33	4841.3333	9726.3333	4064	9583.002
MCF7	HR+	Luminal	Taxol	1.33	7757.5	11143.5	6506.5	10073.002
MCF7	HR+	Luminal	Taxol	6.67	1475.1667	4276.5	1206	7875.002
MCF7	HR+	Luminal	Taxol	6.67	4678	9726.3333	4064	9583.002
MCF7	HR+	Luminal	Taxol	6.67	7509.5	11143.5	6506.5	10073.002
MCF7	HR+	Luminal	Taxol	33.3	1386.8333	4276.5	1206	7875.002
MCF7	HR+	Luminal	Taxol	33.3	4452	9726.3333	4064	9583.002
MCF7	HR+	Luminal	Taxol	33.3	7175.8333	11143.5	6506.5	10073.002
MDA-MB-134-VI	HR+	Luminal	Taxol	8.53e-05	4953.3333	4721	2197	7876.002
MDA-MB-134-VI	HR+	Luminal	Taxol	8.53e-05	1997.5	1849.8333	1369	10077.002
MDA-MB-134-VI	HR+	Luminal	Taxol	8.53e-05	3242.6667	2950.3333	2336.5	10265.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.000427	4513	4721	2197	7876.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.000427	1705.8333	1849.8333	1369	10077.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.000427	2746.3333	2950.3333	2336.5	10265.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.00213	4807.3333	4721	2197	7876.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.00213	2010.5	1849.8333	1369	10077.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.00213	3151	2950.3333	2336.5	10265.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.0107	3079.3333	4721	2197	7876.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.0107	1667.5	1849.8333	1369	10077.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.0107	2459	2950.3333	2336.5	10265.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.0533	1673.3333	4721	2197	7876.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.0533	1623.8333	1849.8333	1369	10077.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.0533	2354.6667	2950.3333	2336.5	10265.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.267	1509.3333	4721	2197	7876.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.267	1479.1667	1849.8333	1369	10077.002
MDA-MB-134-VI	HR+	Luminal	Taxol	0.267	2035.3333	2950.3333	2336.5	10265.002
MDA-MB-134-VI	HR+	Luminal	Taxol	1.33	1501.6667	4721	2197	7876.002
MDA-MB-134-VI	HR+	Luminal	Taxol	1.33	1498.8333	1849.8333	1369	10077.002
MDA-MB-134-VI	HR+	Luminal	Taxol	1.33	2054.6667	2950.3333	2336.5	10265.002
MDA-MB-134-VI	HR+	Luminal	Taxol	6.67	1492	4721	2197	7876.002
MDA-MB-134-VI	HR+	Luminal	Taxol	6.67	1481.8333	1849.8333	1369	10077.002
MDA-MB-134-VI	HR+	Luminal	Taxol	6.67	2133.3333	2950.3333	2336.5	10265.002
MDA-MB-134-VI	HR+	Luminal	Taxol	33.3	1589	4721	2197	7876.002
MDA-MB-134-VI	HR+	Luminal	Taxol	33.3	1294.8333	1849.8333	1369	10077.002
MDA-MB-134-VI	HR+	Luminal	Taxol	33.3	2067.6667	2950.3333	2336.5	10265.002
MDA-MB-157	TNBC	Basal B	Taxol	8.53e-05	5132.6667	5338	2802.5	10093.002
MDA-MB-157	TNBC	Basal B	Taxol	0.000427	5310	5338	2802.5	10093.002
MDA-MB-157	TNBC	Basal B	Taxol	0.00213	5087.6667	5338	2802.5	10093.002
MDA-MB-157	TNBC	Basal B	Taxol	0.0107	2278	5338	2802.5	10093.002
MDA-MB-157	TNBC	Basal B	Taxol	0.0533	1027	5338	2802.5	10093.002
MDA-MB-157	TNBC	Basal B	Taxol	0.267	569	5338	2802.5	10093.002
MDA-MB-157	TNBC	Basal B	Taxol	1.33	577.3333	5338	2802.5	10093.002
MDA-MB-157	TNBC	Basal B	Taxol	6.67	673.6667	5338	2802.5	10093.002
MDA-MB-157	TNBC	Basal B	Taxol	33.3	572	5338	2802.5	10093.002
MDA-MB-175-VII	HR+	Luminal	Taxol	8.53e-05	4494.3333	4662	2848	7885.002
MDA-MB-175-VII	HR+	Luminal	Taxol	8.53e-05	3977.6667	3794.6667	2308	7886.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.000427	4602.6667	4662	2848	7885.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.000427	3807.6667	3794.6667	2308	7886.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.00213	4548	4662	2848	7885.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.00213	3926.3333	3794.6667	2308	7886.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.0107	3987.3333	4662	2848	7885.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.0107	3383.3333	3794.6667	2308	7886.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.0533	3590	4662	2848	7885.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.0533	2804.6667	3794.6667	2308	7886.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.267	3347.3333	4662	2848	7885.002
MDA-MB-175-VII	HR+	Luminal	Taxol	0.267	2772	3794.6667	2308	7886.002
MDA-MB-175-VII	HR+	Luminal	Taxol	1.33	3518.3333	4662	2848	7885.002
MDA-MB-175-VII	HR+	Luminal	Taxol	1.33	2976.3333	3794.6667	2308	7886.002
MDA-MB-175-VII	HR+	Luminal	Taxol	6.67	3196.6667	4662	2848	7885.002
MDA-MB-175-VII	HR+	Luminal	Taxol	6.67	2718.3333	3794.6667	2308	7886.002
MDA-MB-175-VII	HR+	Luminal	Taxol	33.3	3380.3333	4662	2848	7885.002
MDA-MB-175-VII	HR+	Luminal	Taxol	33.3	2799.6667	3794.6667	2308	7886.002
MDA-MB-231	TNBC	Basal B	Taxol	8.53e-05	3587.8333	3535.8333	661	7892.002
MDA-MB-231	TNBC	Basal B	Taxol	8.53e-05	4179.1667	4383.1667	862.5	7893.002
MDA-MB-231	TNBC	Basal B	Taxol	0.000427	3789.8333	3535.8333	661	7892.002
MDA-MB-231	TNBC	Basal B	Taxol	0.000427	4393.5	4383.1667	862.5	7893.002
MDA-MB-231	TNBC	Basal B	Taxol	0.00213	3415.1667	3535.8333	661	7892.002
MDA-MB-231	TNBC	Basal B	Taxol	0.00213	3789.1667	4383.1667	862.5	7893.002
MDA-MB-231	TNBC	Basal B	Taxol	0.0107	2187.5	3535.8333	661	7892.002
MDA-MB-231	TNBC	Basal B	Taxol	0.0107	2163.8333	4383.1667	862.5	7893.002
MDA-MB-231	TNBC	Basal B	Taxol	0.0533	1164.5	3535.8333	661	7892.002
MDA-MB-231	TNBC	Basal B	Taxol	0.0533	1479.5	4383.1667	862.5	7893.002
MDA-MB-231	TNBC	Basal B	Taxol	0.267	833.1667	3535.8333	661	7892.002
MDA-MB-231	TNBC	Basal B	Taxol	0.267	1045.8333	4383.1667	862.5	7893.002
MDA-MB-231	TNBC	Basal B	Taxol	1.33	770.8333	3535.8333	661	7892.002
MDA-MB-231	TNBC	Basal B	Taxol	1.33	1089.8333	4383.1667	862.5	7893.002
MDA-MB-231	TNBC	Basal B	Taxol	6.67	752.5	3535.8333	661	7892.002
MDA-MB-231	TNBC	Basal B	Taxol	6.67	1065.1667	4383.1667	862.5	7893.002
MDA-MB-231	TNBC	Basal B	Taxol	33.3	597.5	3535.8333	661	7892.002
MDA-MB-231	TNBC	Basal B	Taxol	33.3	598.8333	4383.1667	862.5	7893.002
MDA-MB-361	HER2amp	Luminal	Taxol	8.53e-05	9384.8333	8878.8333	4017.5	7896.002
MDA-MB-361	HER2amp	Luminal	Taxol	8.53e-05	6463.6667	6031.3333	3853	9648.002
MDA-MB-361	HER2amp	Luminal	Taxol	8.53e-05	5002.1667	4950.1667	2571	10095.002
MDA-MB-361	HER2amp	Luminal	Taxol	8.53e-05	2968.5	2930.1667	1929.5	12989.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.000427	9056.8333	8878.8333	4017.5	7896.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.000427	6070.3333	6031.3333	3853	9648.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.000427	4816.1667	4950.1667	2571	10095.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.000427	2823.8333	2930.1667	1929.5	12989.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.00213	9564.1667	8878.8333	4017.5	7896.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.00213	6182	6031.3333	3853	9648.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.00213	5055.1667	4950.1667	2571	10095.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.00213	3024.1667	2930.1667	1929.5	12989.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.0107	7342.5	8878.8333	4017.5	7896.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.0107	4569.3333	6031.3333	3853	9648.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.0107	3691.5	4950.1667	2571	10095.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.0107	2835.8333	2930.1667	1929.5	12989.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.0533	4348.1667	8878.8333	4017.5	7896.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.0533	3488.6667	6031.3333	3853	9648.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.0533	2666.8333	4950.1667	2571	10095.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.0533	1718.1667	2930.1667	1929.5	12989.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.267	3594.1667	8878.8333	4017.5	7896.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.267	2975.3333	6031.3333	3853	9648.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.267	1996.8333	4950.1667	2571	10095.002
MDA-MB-361	HER2amp	Luminal	Taxol	0.267	1629.8333	2930.1667	1929.5	12989.002
MDA-MB-361	HER2amp	Luminal	Taxol	1.33	3143.8333	8878.8333	4017.5	7896.002
MDA-MB-361	HER2amp	Luminal	Taxol	1.33	2843.3333	6031.3333	3853	9648.002
MDA-MB-361	HER2amp	Luminal	Taxol	1.33	2174.1667	4950.1667	2571	10095.002
MDA-MB-361	HER2amp	Luminal	Taxol	1.33	1678.5	2930.1667	1929.5	12989.002
MDA-MB-361	HER2amp	Luminal	Taxol	6.67	2959.1667	8878.8333	4017.5	7896.002
MDA-MB-361	HER2amp	Luminal	Taxol	6.67	2708	6031.3333	3853	9648.002
MDA-MB-361	HER2amp	Luminal	Taxol	6.67	2036.8333	4950.1667	2571	10095.002
MDA-MB-361	HER2amp	Luminal	Taxol	6.67	1663.8333	2930.1667	1929.5	12989.002
MDA-MB-361	HER2amp	Luminal	Taxol	33.3	2903.1667	8878.8333	4017.5	7896.002
MDA-MB-361	HER2amp	Luminal	Taxol	33.3	2567	6031.3333	3853	9648.002
MDA-MB-361	HER2amp	Luminal	Taxol	33.3	1833.8333	4950.1667	2571	10095.002
MDA-MB-361	HER2amp	Luminal	Taxol	33.3	1559.5	2930.1667	1929.5	12989.002
MDA-MB-415	HR+	Luminal	Taxol	8.53e-05	2265.1667	2204.1667	1233	7897.002
MDA-MB-415	HR+	Luminal	Taxol	8.53e-05	2767.1667	2811.8333	1862	9664.002
MDA-MB-415	HR+	Luminal	Taxol	8.53e-05	5576.5	5131.1667	3941.5	12959.002
MDA-MB-415	HR+	Luminal	Taxol	0.000427	2035.1667	2204.1667	1233	7897.002
MDA-MB-415	HR+	Luminal	Taxol	0.000427	2615.5	2811.8333	1862	9664.002
MDA-MB-415	HR+	Luminal	Taxol	0.000427	5191.8333	5131.1667	3941.5	12959.002
MDA-MB-415	HR+	Luminal	Taxol	0.00213	1989.8333	2204.1667	1233	7897.002
MDA-MB-415	HR+	Luminal	Taxol	0.00213	2649.5	2811.8333	1862	9664.002
MDA-MB-415	HR+	Luminal	Taxol	0.00213	5516.8333	5131.1667	3941.5	12959.002
MDA-MB-415	HR+	Luminal	Taxol	0.0107	1558.1667	2204.1667	1233	7897.002
MDA-MB-415	HR+	Luminal	Taxol	0.0107	1882.8333	2811.8333	1862	9664.002
MDA-MB-415	HR+	Luminal	Taxol	0.0107	4676.1667	5131.1667	3941.5	12959.002
MDA-MB-415	HR+	Luminal	Taxol	0.0533	1379.1667	2204.1667	1233	7897.002
MDA-MB-415	HR+	Luminal	Taxol	0.0533	1645.1667	2811.8333	1862	9664.002
MDA-MB-415	HR+	Luminal	Taxol	0.0533	3876.5	5131.1667	3941.5	12959.002
MDA-MB-415	HR+	Luminal	Taxol	0.267	1226.8333	2204.1667	1233	7897.002
MDA-MB-415	HR+	Luminal	Taxol	0.267	1317.1667	2811.8333	1862	9664.002
MDA-MB-415	HR+	Luminal	Taxol	0.267	3742.1667	5131.1667	3941.5	12959.002
MDA-MB-415	HR+	Luminal	Taxol	1.33	1318.1667	2204.1667	1233	7897.002
MDA-MB-415	HR+	Luminal	Taxol	1.33	1402.1667	2811.8333	1862	9664.002
MDA-MB-415	HR+	Luminal	Taxol	1.33	3609.5	5131.1667	3941.5	12959.002
MDA-MB-415	HR+	Luminal	Taxol	6.67	1139.1667	2204.1667	1233	7897.002
MDA-MB-415	HR+	Luminal	Taxol	6.67	1306.8333	2811.8333	1862	9664.002
MDA-MB-415	HR+	Luminal	Taxol	6.67	3641.8333	5131.1667	3941.5	12959.002
MDA-MB-415	HR+	Luminal	Taxol	33.3	1176.1667	2204.1667	1233	7897.002
MDA-MB-415	HR+	Luminal	Taxol	33.3	1348.8333	2811.8333	1862	9664.002
MDA-MB-415	HR+	Luminal	Taxol	33.3	3441.5	5131.1667	3941.5	12959.002
MDA-MB-436	TNBC	Basal B	Taxol	8.53e-05	5772	5201.3333	2372	7898.002
MDA-MB-436	TNBC	Basal B	Taxol	8.53e-05	2630.5	1787.1667	1286	7900.002
MDA-MB-436	TNBC	Basal B	Taxol	8.53e-05	2629.5	2247.5	1407	10266.002
MDA-MB-436	TNBC	Basal B	Taxol	0.000427	5049.3333	5201.3333	2372	7898.002
MDA-MB-436	TNBC	Basal B	Taxol	0.000427	1712.8333	1787.1667	1286	7900.002
MDA-MB-436	TNBC	Basal B	Taxol	0.000427	2070.1667	2247.5	1407	10266.002
MDA-MB-436	TNBC	Basal B	Taxol	0.00213	5776.3333	5201.3333	2372	7898.002
MDA-MB-436	TNBC	Basal B	Taxol	0.00213	2637.5	1787.1667	1286	7900.002
MDA-MB-436	TNBC	Basal B	Taxol	0.00213	2470.8333	2247.5	1407	10266.002
MDA-MB-436	TNBC	Basal B	Taxol	0.0107	5110	5201.3333	2372	7898.002
MDA-MB-436	TNBC	Basal B	Taxol	0.0107	1901.5	1787.1667	1286	7900.002
MDA-MB-436	TNBC	Basal B	Taxol	0.0107	1885.8333	2247.5	1407	10266.002
MDA-MB-436	TNBC	Basal B	Taxol	0.0533	2592.3333	5201.3333	2372	7898.002
MDA-MB-436	TNBC	Basal B	Taxol	0.0533	1560.1667	1787.1667	1286	7900.002
MDA-MB-436	TNBC	Basal B	Taxol	0.0533	1332.8333	2247.5	1407	10266.002
MDA-MB-436	TNBC	Basal B	Taxol	0.267	1925.3333	5201.3333	2372	7898.002
MDA-MB-436	TNBC	Basal B	Taxol	0.267	958.1667	1787.1667	1286	7900.002
MDA-MB-436	TNBC	Basal B	Taxol	0.267	1258.5	2247.5	1407	10266.002
MDA-MB-436	TNBC	Basal B	Taxol	1.33	2055.6667	5201.3333	2372	7898.002
MDA-MB-436	TNBC	Basal B	Taxol	1.33	1283.5	1787.1667	1286	7900.002
MDA-MB-436	TNBC	Basal B	Taxol	1.33	1215.8333	2247.5	1407	10266.002
MDA-MB-436	TNBC	Basal B	Taxol	6.67	2005.3333	5201.3333	2372	7898.002
MDA-MB-436	TNBC	Basal B	Taxol	6.67	943.5	1787.1667	1286	7900.002
MDA-MB-436	TNBC	Basal B	Taxol	6.67	1006.8333	2247.5	1407	10266.002
MDA-MB-436	TNBC	Basal B	Taxol	33.3	1776.3333	5201.3333	2372	7898.002
MDA-MB-436	TNBC	Basal B	Taxol	33.3	944.1667	1787.1667	1286	7900.002
MDA-MB-436	TNBC	Basal B	Taxol	33.3	739.8333	2247.5	1407	10266.002
MDA-MB-453	TNBC	Luminal	Taxol	8.53e-05	3789.6667	4024.6667	1727.5	7903.002
MDA-MB-453	TNBC	Luminal	Taxol	8.53e-05	4354.1667	3792.5	1834	9708.002
MDA-MB-453	TNBC	Luminal	Taxol	8.53e-05	5924.3333	5169.6667	2879.5	9723.002
MDA-MB-453	TNBC	Luminal	Taxol	8.53e-05	4890.1667	4675.1667	3100.5	12964.002
MDA-MB-453	TNBC	Luminal	Taxol	0.000427	3700.3333	4024.6667	1727.5	7903.002
MDA-MB-453	TNBC	Luminal	Taxol	0.000427	4022.5	3792.5	1834	9708.002
MDA-MB-453	TNBC	Luminal	Taxol	0.000427	5131.3333	5169.6667	2879.5	9723.002
MDA-MB-453	TNBC	Luminal	Taxol	0.000427	4673.5	4675.1667	3100.5	12964.002
MDA-MB-453	TNBC	Luminal	Taxol	0.00213	3921	4024.6667	1727.5	7903.002
MDA-MB-453	TNBC	Luminal	Taxol	0.00213	4322.1667	3792.5	1834	9708.002
MDA-MB-453	TNBC	Luminal	Taxol	0.00213	6022	5169.6667	2879.5	9723.002
MDA-MB-453	TNBC	Luminal	Taxol	0.00213	5016.1667	4675.1667	3100.5	12964.002
MDA-MB-453	TNBC	Luminal	Taxol	0.0107	1732.6667	4024.6667	1727.5	7903.002
MDA-MB-453	TNBC	Luminal	Taxol	0.0107	2625.1667	3792.5	1834	9708.002
MDA-MB-453	TNBC	Luminal	Taxol	0.0107	4174.6667	5169.6667	2879.5	9723.002
MDA-MB-453	TNBC	Luminal	Taxol	0.0107	3609.8333	4675.1667	3100.5	12964.002
MDA-MB-453	TNBC	Luminal	Taxol	0.0533	793.6667	4024.6667	1727.5	7903.002
MDA-MB-453	TNBC	Luminal	Taxol	0.0533	1769.8333	3792.5	1834	9708.002
MDA-MB-453	TNBC	Luminal	Taxol	0.0533	2596	5169.6667	2879.5	9723.002
MDA-MB-453	TNBC	Luminal	Taxol	0.0533	2178.8333	4675.1667	3100.5	12964.002
MDA-MB-453	TNBC	Luminal	Taxol	0.267	699.3333	4024.6667	1727.5	7903.002
MDA-MB-453	TNBC	Luminal	Taxol	0.267	1527.5	3792.5	1834	9708.002
MDA-MB-453	TNBC	Luminal	Taxol	0.267	1908	5169.6667	2879.5	9723.002
MDA-MB-453	TNBC	Luminal	Taxol	0.267	2184.5	4675.1667	3100.5	12964.002
MDA-MB-453	TNBC	Luminal	Taxol	1.33	790	4024.6667	1727.5	7903.002
MDA-MB-453	TNBC	Luminal	Taxol	1.33	1439.8333	3792.5	1834	9708.002
MDA-MB-453	TNBC	Luminal	Taxol	1.33	1844.6667	5169.6667	2879.5	9723.002
MDA-MB-453	TNBC	Luminal	Taxol	1.33	1820.8333	4675.1667	3100.5	12964.002
MDA-MB-453	TNBC	Luminal	Taxol	6.67	737	4024.6667	1727.5	7903.002
MDA-MB-453	TNBC	Luminal	Taxol	6.67	1348.1667	3792.5	1834	9708.002
MDA-MB-453	TNBC	Luminal	Taxol	6.67	1845.6667	5169.6667	2879.5	9723.002
MDA-MB-453	TNBC	Luminal	Taxol	6.67	1965.1667	4675.1667	3100.5	12964.002
MDA-MB-453	TNBC	Luminal	Taxol	33.3	988.6667	4024.6667	1727.5	7903.002
MDA-MB-453	TNBC	Luminal	Taxol	33.3	1419.8333	3792.5	1834	9708.002
MDA-MB-453	TNBC	Luminal	Taxol	33.3	1907.6667	5169.6667	2879.5	9723.002
MDA-MB-453	TNBC	Luminal	Taxol	33.3	1901.8333	4675.1667	3100.5	12964.002
MDA-MB-468	TNBC	Basal A	Taxol	8.53e-05	3765.3333	2750.3333	2056	7905.002
MDA-MB-468	TNBC	Basal A	Taxol	8.53e-05	3049.5	4053.1667	2723.5	7906.002
MDA-MB-468	TNBC	Basal A	Taxol	8.53e-05	6116.1667	5565.5	1838	7907.002
