"cell_line","treatment","design","time","concentration","cell_count__time0","dead_count__time0","cell_count","dead_count","cell_count__ctrl","dead_count__ctrl"
"cell_line_M","drug_T",1,3,0.031623,2357.92987012987,325.594805194805,5820,926,5277,827.8
"cell_line_M","drug_T",1,3,0.01,2357.92987012987,325.594805194805,5707,911,5277,827.8
"cell_line_M","drug_T",1,3,0.0031623,2357.92987012987,325.594805194805,5397,991,5277,827.8
"cell_line_M","drug_T",1,3,0.001,2357.92987012987,325.594805194805,4923,796,5277,827.8
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5620,948,5277,827.8
"cell_line_M","drug_II",1,3,1,2357.92987012987,325.594805194805,1703,3747,5277,827.8
"cell_line_M","drug_K",1,3,10,2357.92987012987,325.594805194805,4377,1064,5277,827.8
"cell_line_M","drug_K",1,3,3.1623,2357.92987012987,325.594805194805,5122,830,5277,827.8
"cell_line_M","drug_K",1,3,1,2357.92987012987,325.594805194805,5375,977,5277,827.8
"cell_line_M","drug_K",1,3,0.31623,2357.92987012987,325.594805194805,5400,919,5277,827.8
"cell_line_M","drug_K",1,3,0.1,2357.92987012987,325.594805194805,5361,989,5277,827.8
"cell_line_M","drug_K",1,3,0.031623,2357.92987012987,325.594805194805,5343,863,5277,827.8
"cell_line_M","drug_K",1,3,0.01,2357.92987012987,325.594805194805,5990,891,5277,827.8
"cell_line_M","drug_K",1,3,0.0031623,2357.92987012987,325.594805194805,5102,800,5277,827.8
"cell_line_M","drug_K",1,3,0.001,2357.92987012987,325.594805194805,5560,823,5277,827.8
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5176,813,5277,827.8
"cell_line_M","drug_ZZ",1,3,0.1,2357.92987012987,325.594805194805,2059,1412,5530.8,841.3
"cell_line_M","drug_G",1,3,10,2357.92987012987,325.594805194805,5162,873,5530.8,841.3
"cell_line_M","drug_G",1,3,3.1623,2357.92987012987,325.594805194805,5251,713,5530.8,841.3
"cell_line_M","drug_G",1,3,1,2357.92987012987,325.594805194805,5386,831,5530.8,841.3
"cell_line_M","drug_G",1,3,0.31623,2357.92987012987,325.594805194805,5545,722,5530.8,841.3
"cell_line_M","drug_G",1,3,0.1,2357.92987012987,325.594805194805,5738,928,5530.8,841.3
"cell_line_M","drug_G",1,3,0.031623,2357.92987012987,325.594805194805,5449,750,5530.8,841.3
"cell_line_M","drug_G",1,3,0.01,2357.92987012987,325.594805194805,5700,892,5530.8,841.3
"cell_line_M","drug_G",1,3,0.0031623,2357.92987012987,325.594805194805,5584,721,5530.8,841.3
"cell_line_M","drug_G",1,3,0.001,2357.92987012987,325.594805194805,5990,659,5530.8,841.3
"cell_line_M","drug_B",1,3,1,2357.92987012987,325.594805194805,1557,2043,5530.8,841.3
"cell_line_M","drug_ZZ",1,3,0.1,2357.92987012987,325.594805194805,1846,1415,5530.8,841.3
"cell_line_M","drug_J",1,3,10,2357.92987012987,325.594805194805,1882,1387,5530.8,841.3
"cell_line_M","drug_J",1,3,3.1623,2357.92987012987,325.594805194805,2909,988,5530.8,841.3
"cell_line_M","drug_J",1,3,1,2357.92987012987,325.594805194805,3553,868,5530.8,841.3
"cell_line_M","drug_J",1,3,0.31623,2357.92987012987,325.594805194805,3995,906,5530.8,841.3
"cell_line_M","drug_J",1,3,0.1,2357.92987012987,325.594805194805,4559,953,5530.8,841.3
"cell_line_M","drug_J",1,3,0.031623,2357.92987012987,325.594805194805,4914,900,5530.8,841.3
"cell_line_M","drug_J",1,3,0.01,2357.92987012987,325.594805194805,4895,848,5530.8,841.3
"cell_line_M","drug_J",1,3,0.0031623,2357.92987012987,325.594805194805,5379,847,5530.8,841.3
"cell_line_M","drug_J",1,3,0.001,2357.92987012987,325.594805194805,5609,687,5530.8,841.3
"cell_line_M","drug_B",1,3,1,2357.92987012987,325.594805194805,1408,2844,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5780,908,5530.8,841.3
"cell_line_M","drug_FF",1,3,3.1623,2357.92987012987,325.594805194805,1176,2072,5530.8,841.3
"cell_line_M","drug_FF",1,3,1,2357.92987012987,325.594805194805,1423,1901,5530.8,841.3
"cell_line_M","drug_FF",1,3,0.31623,2357.92987012987,325.594805194805,1596,1827,5530.8,841.3
"cell_line_M","drug_FF",1,3,0.1,2357.92987012987,325.594805194805,1587,1747,5530.8,841.3
"cell_line_M","drug_FF",1,3,0.031623,2357.92987012987,325.594805194805,1734,1416,5530.8,841.3
"cell_line_M","drug_FF",1,3,0.01,2357.92987012987,325.594805194805,2213,1280,5530.8,841.3
"cell_line_M","drug_FF",1,3,0.0031623,2357.92987012987,325.594805194805,4128,1059,5530.8,841.3
"cell_line_M","drug_FF",1,3,0.001,2357.92987012987,325.594805194805,5358,983,5530.8,841.3
"cell_line_M","drug_FF",1,3,0.00031623,2357.92987012987,325.594805194805,5336,823,5530.8,841.3
"cell_line_M","drug_M",1,3,0.1,2357.92987012987,325.594805194805,3060,966,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5940,888,5530.8,841.3
"cell_line_M","drug_Q",1,3,10,2357.92987012987,325.594805194805,1359,1948,5530.8,841.3
"cell_line_M","drug_Q",1,3,3.1623,2357.92987012987,325.594805194805,1315,1919,5530.8,841.3
"cell_line_M","drug_Q",1,3,1,2357.92987012987,325.594805194805,1884,1901,5530.8,841.3
"cell_line_M","drug_Q",1,3,0.31623,2357.92987012987,325.594805194805,3545,1058,5530.8,841.3
"cell_line_M","drug_Q",1,3,0.1,2357.92987012987,325.594805194805,4006,951,5530.8,841.3
"cell_line_M","drug_Q",1,3,0.031623,2357.92987012987,325.594805194805,4987,997,5530.8,841.3
"cell_line_M","drug_Q",1,3,0.01,2357.92987012987,325.594805194805,5515,927,5530.8,841.3
"cell_line_M","drug_Q",1,3,0.0031623,2357.92987012987,325.594805194805,5567,911,5530.8,841.3
"cell_line_M","drug_Q",1,3,0.001,2357.92987012987,325.594805194805,4860,757,5530.8,841.3
"cell_line_M","drug_SS",1,3,0.1,2357.92987012987,325.594805194805,6073,804,5530.8,841.3
"cell_line_M","drug_QQ",1,3,1,2357.92987012987,325.594805194805,584,2269,5530.8,841.3
"cell_line_M","drug_VV",1,3,3.1623,2357.92987012987,325.594805194805,1717,1766,5530.8,841.3
"cell_line_M","drug_VV",1,3,1,2357.92987012987,325.594805194805,1737,1660,5530.8,841.3
"cell_line_M","drug_VV",1,3,0.31623,2357.92987012987,325.594805194805,2119,1415,5530.8,841.3
"cell_line_M","drug_VV",1,3,0.1,2357.92987012987,325.594805194805,2450,1463,5530.8,841.3
"cell_line_M","drug_VV",1,3,0.031623,2357.92987012987,325.594805194805,2649,1412,5530.8,841.3
"cell_line_M","drug_VV",1,3,0.01,2357.92987012987,325.594805194805,2800,1148,5530.8,841.3
"cell_line_M","drug_VV",1,3,0.0031623,2357.92987012987,325.594805194805,3407,1051,5530.8,841.3
"cell_line_M","drug_VV",1,3,0.001,2357.92987012987,325.594805194805,4267,807,5530.8,841.3
"cell_line_M","drug_VV",1,3,0.00031623,2357.92987012987,325.594805194805,5442,806,5530.8,841.3
"cell_line_M","drug_M",1,3,0.031623,2357.92987012987,325.594805194805,3040,988,5530.8,841.3
"cell_line_M","drug_QQ",1,3,1,2357.92987012987,325.594805194805,663,2285,5530.8,841.3
"cell_line_M","drug_E",1,3,10,2357.92987012987,325.594805194805,4647,843,5530.8,841.3
"cell_line_M","drug_E",1,3,3.1623,2357.92987012987,325.594805194805,4868,760,5530.8,841.3
"cell_line_M","drug_E",1,3,1,2357.92987012987,325.594805194805,5387,727,5530.8,841.3
"cell_line_M","drug_E",1,3,0.31623,2357.92987012987,325.594805194805,5435,908,5530.8,841.3
"cell_line_M","drug_E",1,3,0.1,2357.92987012987,325.594805194805,5433,849,5530.8,841.3
"cell_line_M","drug_E",1,3,0.031623,2357.92987012987,325.594805194805,5462,871,5530.8,841.3
"cell_line_M","drug_E",1,3,0.01,2357.92987012987,325.594805194805,5745,918,5530.8,841.3
"cell_line_M","drug_E",1,3,0.0031623,2357.92987012987,325.594805194805,5701,923,5530.8,841.3
"cell_line_M","drug_E",1,3,0.001,2357.92987012987,325.594805194805,5553,796,5530.8,841.3
"cell_line_M","drug_SS",1,3,0.031623,2357.92987012987,325.594805194805,5403,827,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5199,920,5530.8,841.3
"cell_line_M","drug_L",1,3,10,2357.92987012987,325.594805194805,306,2237,5530.8,841.3
"cell_line_M","drug_L",1,3,3.1623,2357.92987012987,325.594805194805,2559,714,5530.8,841.3
"cell_line_M","drug_L",1,3,1,2357.92987012987,325.594805194805,2917,783,5530.8,841.3
"cell_line_M","drug_L",1,3,0.31623,2357.92987012987,325.594805194805,5209,856,5530.8,841.3
"cell_line_M","drug_L",1,3,0.1,2357.92987012987,325.594805194805,5528,927,5530.8,841.3
"cell_line_M","drug_L",1,3,0.031623,2357.92987012987,325.594805194805,5671,867,5530.8,841.3
"cell_line_M","drug_L",1,3,0.01,2357.92987012987,325.594805194805,6221,846,5530.8,841.3
"cell_line_M","drug_L",1,3,0.0031623,2357.92987012987,325.594805194805,5875,835,5530.8,841.3
"cell_line_M","drug_L",1,3,0.001,2357.92987012987,325.594805194805,5828,977,5530.8,841.3
"cell_line_M","drug_M",1,3,0.01,2357.92987012987,325.594805194805,3335,1156,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5815,812,5530.8,841.3
"cell_line_M","drug_PP",1,3,10,2357.92987012987,325.594805194805,849,1529,5530.8,841.3
"cell_line_M","drug_PP",1,3,3.1623,2357.92987012987,325.594805194805,5594,837,5530.8,841.3
"cell_line_M","drug_PP",1,3,1,2357.92987012987,325.594805194805,5884,877,5530.8,841.3
"cell_line_M","drug_PP",1,3,0.31623,2357.92987012987,325.594805194805,5799,746,5530.8,841.3
"cell_line_M","drug_PP",1,3,0.1,2357.92987012987,325.594805194805,5692,919,5530.8,841.3
"cell_line_M","drug_PP",1,3,0.031623,2357.92987012987,325.594805194805,5988,855,5530.8,841.3
"cell_line_M","drug_PP",1,3,0.01,2357.92987012987,325.594805194805,5686,922,5530.8,841.3
"cell_line_M","drug_PP",1,3,0.0031623,2357.92987012987,325.594805194805,5457,768,5530.8,841.3
"cell_line_M","drug_PP",1,3,0.001,2357.92987012987,325.594805194805,5937,890,5530.8,841.3
"cell_line_M","drug_SS",1,3,0.01,2357.92987012987,325.594805194805,4538,753,5530.8,841.3
"cell_line_M","drug_A",1,3,1,2357.92987012987,325.594805194805,713,1675,5530.8,841.3
"cell_line_M","drug_NN",1,3,1,2357.92987012987,325.594805194805,2241,1097,5530.8,841.3
"cell_line_M","drug_NN",1,3,0.31623,2357.92987012987,325.594805194805,2141,935,5530.8,841.3
"cell_line_M","drug_NN",1,3,0.1,2357.92987012987,325.594805194805,2186,933,5530.8,841.3
"cell_line_M","drug_NN",1,3,0.031623,2357.92987012987,325.594805194805,2114,913,5530.8,841.3
"cell_line_M","drug_NN",1,3,0.01,2357.92987012987,325.594805194805,2308,773,5530.8,841.3
"cell_line_M","drug_NN",1,3,0.0031623,2357.92987012987,325.594805194805,3467,869,5530.8,841.3
"cell_line_M","drug_NN",1,3,0.001,2357.92987012987,325.594805194805,5174,796,5530.8,841.3
"cell_line_M","drug_NN",1,3,0.00031623,2357.92987012987,325.594805194805,5639,794,5530.8,841.3
"cell_line_M","drug_NN",1,3,1e-04,2357.92987012987,325.594805194805,5352,763,5530.8,841.3
"cell_line_M","drug_M",1,3,0.0031623,2357.92987012987,325.594805194805,3234,907,5530.8,841.3
"cell_line_M","drug_A",1,3,1,2357.92987012987,325.594805194805,615,1662,5530.8,841.3
"cell_line_M","drug_AA",1,3,1,2357.92987012987,325.594805194805,4650,742,5530.8,841.3
"cell_line_M","drug_AA",1,3,0.31623,2357.92987012987,325.594805194805,4476,774,5530.8,841.3
"cell_line_M","drug_AA",1,3,0.1,2357.92987012987,325.594805194805,4620,730,5530.8,841.3
"cell_line_M","drug_AA",1,3,0.031623,2357.92987012987,325.594805194805,4889,772,5530.8,841.3
"cell_line_M","drug_AA",1,3,0.01,2357.92987012987,325.594805194805,4638,796,5530.8,841.3
"cell_line_M","drug_AA",1,3,0.0031623,2357.92987012987,325.594805194805,5217,850,5530.8,841.3
"cell_line_M","drug_AA",1,3,0.001,2357.92987012987,325.594805194805,5387,852,5530.8,841.3
"cell_line_M","drug_AA",1,3,0.00031623,2357.92987012987,325.594805194805,5364,781,5530.8,841.3
"cell_line_M","drug_AA",1,3,1e-04,2357.92987012987,325.594805194805,4899,820,5530.8,841.3
"cell_line_M","drug_SS",1,3,0.0031623,2357.92987012987,325.594805194805,5490,720,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5685,902,5530.8,841.3
"cell_line_M","drug_V",1,3,1,2357.92987012987,325.594805194805,1504,3107,5530.8,841.3
"cell_line_M","drug_V",1,3,0.31623,2357.92987012987,325.594805194805,1674,3081,5530.8,841.3
"cell_line_M","drug_V",1,3,0.1,2357.92987012987,325.594805194805,1523,3145,5530.8,841.3
"cell_line_M","drug_V",1,3,0.031623,2357.92987012987,325.594805194805,1583,2888,5530.8,841.3
"cell_line_M","drug_V",1,3,0.01,2357.92987012987,325.594805194805,2038,2352,5530.8,841.3
"cell_line_M","drug_V",1,3,0.0031623,2357.92987012987,325.594805194805,5273,1020,5530.8,841.3
"cell_line_M","drug_V",1,3,0.001,2357.92987012987,325.594805194805,6093,871,5530.8,841.3
"cell_line_M","drug_V",1,3,0.00031623,2357.92987012987,325.594805194805,5796,914,5530.8,841.3
"cell_line_M","drug_V",1,3,1e-04,2357.92987012987,325.594805194805,5744,762,5530.8,841.3
"cell_line_M","drug_M",1,3,0.001,2357.92987012987,325.594805194805,3290,1172,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5490,945,5530.8,841.3
"cell_line_M","drug_Y",1,3,10,2357.92987012987,325.594805194805,2816,885,5530.8,841.3
"cell_line_M","drug_Y",1,3,3.1623,2357.92987012987,325.594805194805,3223,622,5530.8,841.3
"cell_line_M","drug_Y",1,3,1,2357.92987012987,325.594805194805,3138,705,5530.8,841.3
"cell_line_M","drug_Y",1,3,0.31623,2357.92987012987,325.594805194805,3343,651,5530.8,841.3
"cell_line_M","drug_Y",1,3,0.1,2357.92987012987,325.594805194805,3683,750,5530.8,841.3
"cell_line_M","drug_Y",1,3,0.031623,2357.92987012987,325.594805194805,3832,782,5530.8,841.3
"cell_line_M","drug_Y",1,3,0.01,2357.92987012987,325.594805194805,4408,850,5530.8,841.3
"cell_line_M","drug_Y",1,3,0.0031623,2357.92987012987,325.594805194805,5050,876,5530.8,841.3
"cell_line_M","drug_Y",1,3,0.001,2357.92987012987,325.594805194805,5339,881,5530.8,841.3
"cell_line_M","drug_SS",1,3,0.001,2357.92987012987,325.594805194805,5085,851,5530.8,841.3
"cell_line_M","drug_II",1,3,1,2357.92987012987,325.594805194805,1531,3762,5530.8,841.3
"cell_line_M","drug_K",1,3,10,2357.92987012987,325.594805194805,4719,920,5530.8,841.3
"cell_line_M","drug_K",1,3,3.1623,2357.92987012987,325.594805194805,5208,778,5530.8,841.3
"cell_line_M","drug_K",1,3,1,2357.92987012987,325.594805194805,5447,1026,5530.8,841.3
"cell_line_M","drug_K",1,3,0.31623,2357.92987012987,325.594805194805,5770,786,5530.8,841.3
"cell_line_M","drug_K",1,3,0.1,2357.92987012987,325.594805194805,5885,855,5530.8,841.3
"cell_line_M","drug_K",1,3,0.031623,2357.92987012987,325.594805194805,6033,784,5530.8,841.3
"cell_line_M","drug_K",1,3,0.01,2357.92987012987,325.594805194805,5656,836,5530.8,841.3
"cell_line_M","drug_K",1,3,0.0031623,2357.92987012987,325.594805194805,6038,739,5530.8,841.3
"cell_line_M","drug_K",1,3,0.001,2357.92987012987,325.594805194805,5487,899,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5785,783,5530.8,841.3
"cell_line_M","drug_II",1,3,1,2357.92987012987,325.594805194805,1589,3693,5530.8,841.3
"cell_line_M","drug_T",1,3,10,2357.92987012987,325.594805194805,5125,839,5530.8,841.3
"cell_line_M","drug_T",1,3,3.1623,2357.92987012987,325.594805194805,5536,838,5530.8,841.3
"cell_line_M","drug_T",1,3,1,2357.92987012987,325.594805194805,5508,788,5530.8,841.3
"cell_line_M","drug_T",1,3,0.31623,2357.92987012987,325.594805194805,5116,824,5530.8,841.3
"cell_line_M","drug_T",1,3,0.1,2357.92987012987,325.594805194805,5393,830,5530.8,841.3
"cell_line_M","drug_T",1,3,0.031623,2357.92987012987,325.594805194805,5428,809,5530.8,841.3
"cell_line_M","drug_T",1,3,0.01,2357.92987012987,325.594805194805,5629,895,5530.8,841.3
"cell_line_M","drug_T",1,3,0.0031623,2357.92987012987,325.594805194805,5242,943,5530.8,841.3
"cell_line_M","drug_T",1,3,0.001,2357.92987012987,325.594805194805,5501,900,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,4676,798,5530.8,841.3
"cell_line_M","drug_ZZ",1,3,0.1,2357.92987012987,325.594805194805,1955,1498,5530.8,841.3
"cell_line_M","drug_OO",1,3,3.1623,2357.92987012987,325.594805194805,1098,3043,5530.8,841.3
"cell_line_M","drug_OO",1,3,1,2357.92987012987,325.594805194805,905,2489,5530.8,841.3
"cell_line_M","drug_OO",1,3,0.31623,2357.92987012987,325.594805194805,1101,2348,5530.8,841.3
"cell_line_M","drug_OO",1,3,0.1,2357.92987012987,325.594805194805,1249,2380,5530.8,841.3
"cell_line_M","drug_OO",1,3,0.031623,2357.92987012987,325.594805194805,1597,1867,5530.8,841.3
"cell_line_M","drug_OO",1,3,0.01,2357.92987012987,325.594805194805,3123,1174,5530.8,841.3
"cell_line_M","drug_OO",1,3,0.0031623,2357.92987012987,325.594805194805,4745,1026,5530.8,841.3
"cell_line_M","drug_OO",1,3,0.001,2357.92987012987,325.594805194805,5727,883,5530.8,841.3
"cell_line_M","drug_OO",1,3,0.00031623,2357.92987012987,325.594805194805,5464,791,5530.8,841.3
"cell_line_M","drug_B",1,3,1,2357.92987012987,325.594805194805,1470,2615,5530.8,841.3
"cell_line_M","drug_ZZ",1,3,0.1,2357.92987012987,325.594805194805,1758,1386,5530.8,841.3
"cell_line_M","drug_Z",1,3,1,2357.92987012987,325.594805194805,1357,3332,5530.8,841.3
"cell_line_M","drug_Z",1,3,0.31623,2357.92987012987,325.594805194805,1584,3444,5530.8,841.3
"cell_line_M","drug_Z",1,3,0.1,2357.92987012987,325.594805194805,1561,3820,5530.8,841.3
"cell_line_M","drug_Z",1,3,0.031623,2357.92987012987,325.594805194805,1502,3887,5530.8,841.3
"cell_line_M","drug_Z",1,3,0.01,2357.92987012987,325.594805194805,1627,3244,5530.8,841.3
"cell_line_M","drug_Z",1,3,0.0031623,2357.92987012987,325.594805194805,2834,2204,5530.8,841.3
"cell_line_M","drug_Z",1,3,0.001,2357.92987012987,325.594805194805,4840,1110,5530.8,841.3
"cell_line_M","drug_Z",1,3,0.00031623,2357.92987012987,325.594805194805,5692,856,5530.8,841.3
"cell_line_M","drug_Z",1,3,1e-04,2357.92987012987,325.594805194805,5353,843,5530.8,841.3
"cell_line_M","drug_B",1,3,1,2357.92987012987,325.594805194805,1336,2477,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5215,715,5530.8,841.3
"cell_line_M","drug_MM",1,3,10,2357.92987012987,325.594805194805,2095,1068,5530.8,841.3
"cell_line_M","drug_MM",1,3,3.1623,2357.92987012987,325.594805194805,2328,954,5530.8,841.3
"cell_line_M","drug_MM",1,3,1,2357.92987012987,325.594805194805,2966,979,5530.8,841.3
"cell_line_M","drug_MM",1,3,0.31623,2357.92987012987,325.594805194805,3125,795,5530.8,841.3
"cell_line_M","drug_MM",1,3,0.1,2357.92987012987,325.594805194805,3830,843,5530.8,841.3
"cell_line_M","drug_MM",1,3,0.031623,2357.92987012987,325.594805194805,4912,755,5530.8,841.3
"cell_line_M","drug_MM",1,3,0.01,2357.92987012987,325.594805194805,4985,859,5530.8,841.3
"cell_line_M","drug_MM",1,3,0.0031623,2357.92987012987,325.594805194805,5353,793,5530.8,841.3
"cell_line_M","drug_MM",1,3,0.001,2357.92987012987,325.594805194805,5634,813,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5585,814,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5351,884,5530.8,841.3
"cell_line_M","drug_CC",1,3,10,2357.92987012987,325.594805194805,1681,1279,5530.8,841.3
"cell_line_M","drug_CC",1,3,3.1623,2357.92987012987,325.594805194805,2150,1144,5530.8,841.3
"cell_line_M","drug_CC",1,3,1,2357.92987012987,325.594805194805,2476,1160,5530.8,841.3
"cell_line_M","drug_CC",1,3,0.31623,2357.92987012987,325.594805194805,2466,1143,5530.8,841.3
"cell_line_M","drug_CC",1,3,0.1,2357.92987012987,325.594805194805,2538,1051,5530.8,841.3
"cell_line_M","drug_CC",1,3,0.031623,2357.92987012987,325.594805194805,2896,967,5530.8,841.3
"cell_line_M","drug_CC",1,3,0.01,2357.92987012987,325.594805194805,3401,883,5530.8,841.3
"cell_line_M","drug_CC",1,3,0.0031623,2357.92987012987,325.594805194805,4232,913,5530.8,841.3
"cell_line_M","drug_CC",1,3,0.001,2357.92987012987,325.594805194805,4563,811,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5448,802,5530.8,841.3
"cell_line_M","drug_QQ",1,3,1,2357.92987012987,325.594805194805,542,2639,5530.8,841.3
"cell_line_M","drug_C",1,3,10,2357.92987012987,325.594805194805,3441,1059,5530.8,841.3
"cell_line_M","drug_C",1,3,3.1623,2357.92987012987,325.594805194805,3857,1022,5530.8,841.3
"cell_line_M","drug_C",1,3,1,2357.92987012987,325.594805194805,4633,803,5530.8,841.3
"cell_line_M","drug_C",1,3,0.31623,2357.92987012987,325.594805194805,4709,889,5530.8,841.3
"cell_line_M","drug_C",1,3,0.1,2357.92987012987,325.594805194805,5207,940,5530.8,841.3
"cell_line_M","drug_C",1,3,0.031623,2357.92987012987,325.594805194805,5842,903,5530.8,841.3
"cell_line_M","drug_C",1,3,0.01,2357.92987012987,325.594805194805,5933,925,5530.8,841.3
"cell_line_M","drug_C",1,3,0.0031623,2357.92987012987,325.594805194805,6159,783,5530.8,841.3
"cell_line_M","drug_C",1,3,0.001,2357.92987012987,325.594805194805,5772,915,5530.8,841.3
"cell_line_M","drug_M",1,3,10,2357.92987012987,325.594805194805,2733,1125,5530.8,841.3
"cell_line_M","drug_QQ",1,3,1,2357.92987012987,325.594805194805,545,2239,5530.8,841.3
"cell_line_M","drug_XX",1,3,1,2357.92987012987,325.594805194805,1402,1545,5530.8,841.3
"cell_line_M","drug_XX",1,3,0.31623,2357.92987012987,325.594805194805,1694,1385,5530.8,841.3
"cell_line_M","drug_XX",1,3,0.1,2357.92987012987,325.594805194805,1668,1535,5530.8,841.3
"cell_line_M","drug_XX",1,3,0.031623,2357.92987012987,325.594805194805,1987,1361,5530.8,841.3
"cell_line_M","drug_XX",1,3,0.01,2357.92987012987,325.594805194805,2552,1075,5530.8,841.3
"cell_line_M","drug_XX",1,3,0.0031623,2357.92987012987,325.594805194805,3941,910,5530.8,841.3
"cell_line_M","drug_XX",1,3,0.001,2357.92987012987,325.594805194805,5445,862,5530.8,841.3
"cell_line_M","drug_XX",1,3,0.00031623,2357.92987012987,325.594805194805,5828,867,5530.8,841.3
"cell_line_M","drug_XX",1,3,1e-04,2357.92987012987,325.594805194805,5572,863,5530.8,841.3
"cell_line_M","drug_SS",1,3,10,2357.92987012987,325.594805194805,761,3465,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5351,731,5530.8,841.3
"cell_line_M","drug_F",1,3,10,2357.92987012987,325.594805194805,4143,795,5530.8,841.3
"cell_line_M","drug_F",1,3,3.1623,2357.92987012987,325.594805194805,5922,829,5530.8,841.3
"cell_line_M","drug_F",1,3,1,2357.92987012987,325.594805194805,5512,830,5530.8,841.3
"cell_line_M","drug_F",1,3,0.31623,2357.92987012987,325.594805194805,6742,961,5530.8,841.3
"cell_line_M","drug_F",1,3,0.1,2357.92987012987,325.594805194805,6233,787,5530.8,841.3
"cell_line_M","drug_F",1,3,0.031623,2357.92987012987,325.594805194805,6488,788,5530.8,841.3
"cell_line_M","drug_F",1,3,0.01,2357.92987012987,325.594805194805,5284,927,5530.8,841.3
"cell_line_M","drug_F",1,3,0.0031623,2357.92987012987,325.594805194805,5740,776,5530.8,841.3
"cell_line_M","drug_F",1,3,0.001,2357.92987012987,325.594805194805,5493,883,5530.8,841.3
"cell_line_M","drug_M",1,3,3.1623,2357.92987012987,325.594805194805,3009,997,5530.8,841.3
"cell_line_M","drug_WW",1,3,0,2357.92987012987,325.594805194805,5707,791,5530.8,841.3
"cell_line_M","drug_P",1,3,10,2357.92987012987,325.594805194805,1318,2640,5530.8,841.3
"cell_line_M","drug_P",1,3,3.1623,2357.92987012987,325.594805194805,1378,3027,5530.8,841.3
"cell_line_M","drug_P",1,3,1,2357.92987012987,325.594805194805,1477,3036,5530.8,841.3
"cell_line_M","drug_P",1,3,0.31623,2357.92987012987,325.594805194805,3448,1805,5530.8,841.3
"cell_line_M","drug_P",1,3,0.1,2357.92987012987,325.594805194805,4932,1121,5530.8,841.3
"cell_line_M","drug_P",1,3,0.031623,2357.92987012987,325.594805194805,5856,895,5530.8,841.3
"cell_line_M","drug_P",1,3,0.01,2357.92987012987,325.594805194805,5889,769,5530.8,841.3
"cell_line_M","drug_P",1,3,0.0031623,2357.92987012987,325.594805194805,5577,927,5530.8,841.3
"cell_line_M","drug_P",1,3,0.001,2357.92987012987,325.594805194805,5435,883,5530.8,841.3
"cell_line_M","drug_SS",1,3,3.1623,2357.92987012987,325.594805194805,1150,2668,5530.8,841.3
"cell_line_M","drug_A",1,3,1,2357.92987012987,325.594805194805,717,1773,5530.8,841.3
"cell_line_M","drug_JJ",1,3,10,2357.92987012987,325.594805194805,2643,1038,5530.8,841.3
"cell_line_M","drug_JJ",1,3,3.1623,2357.92987012987,325.594805194805,4232,1052,5530.8,841.3
"cell_line_M","drug_JJ",1,3,1,2357.92987012987,325.594805194805,6045,949,5530.8,841.3
"cell_line_M","drug_JJ",1,3,0.31623,2357.92987012987,325.594805194805,5827,947,5530.8,841.3
"cell_line_M","drug_JJ",1,3,0.1,2357.92987012987,325.594805194805,6025,1007,5530.8,841.3
"cell_line_M","drug_JJ",1,3,0.031623,2357.92987012987,325.594805194805,5741,887,5530.8,841.3
"cell_line_M","drug_JJ",1,3,0.01,2357.92987012987,325.594805194805,6077,891,5530.8,841.3
"cell_line_M","drug_JJ",1,3,0.0031623,2357.92987012987,325.594805194805,6362,848,5530.8,841.3
"cell_line_M","drug_JJ",1,3,0.001,2357.92987012987,325.594805194805,5821,823,5530.8,841.3
"cell_line_M","drug_M",1,3,1,2357.92987012987,325.594805194805,2988,1072,5530.8,841.3
"cell_line_M","drug_A",1,3,1,2357.92987012987,325.594805194805,847,1366,5530.8,841.3
"cell_line_M","drug_H",1,3,10,2357.92987012987,325.594805194805,3405,953,5530.8,841.3
"cell_line_M","drug_H",1,3,3.1623,2357.92987012987,325.594805194805,5268,853,5530.8,841.3
"cell_line_M","drug_H",1,3,1,2357.92987012987,325.594805194805,5948,802,5530.8,841.3
"cell_line_M","drug_H",1,3,0.31623,2357.92987012987,325.594805194805,5948,914,5530.8,841.3
