"cell_line","treatment","design","time","concentration","cell_count__time0","dead_count__time0","cell_count","dead_count","cell_count__ctrl","dead_count__ctrl"
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,6240,589,5587.1,483.2
"cell_line_TT","drug_P",1,3,10,1197.70779220779,296.253246753247,811,879,5587.1,483.2
"cell_line_TT","drug_P",1,3,3.1623,1197.70779220779,296.253246753247,751,966,5587.1,483.2
"cell_line_TT","drug_P",1,3,1,1197.70779220779,296.253246753247,896,1164,5587.1,483.2
"cell_line_TT","drug_P",1,3,0.31623,1197.70779220779,296.253246753247,2259,690,5587.1,483.2
"cell_line_TT","drug_P",1,3,0.1,1197.70779220779,296.253246753247,5192,513,5587.1,483.2
"cell_line_TT","drug_P",1,3,0.031623,1197.70779220779,296.253246753247,5990,503,5587.1,483.2
"cell_line_TT","drug_P",1,3,0.01,1197.70779220779,296.253246753247,5731,513,5587.1,483.2
"cell_line_TT","drug_P",1,3,0.0031623,1197.70779220779,296.253246753247,5311,486,5587.1,483.2
"cell_line_TT","drug_P",1,3,0.001,1197.70779220779,296.253246753247,5720,443,5587.1,483.2
"cell_line_TT","drug_SS",1,3,3.1623,1197.70779220779,296.253246753247,1462,639,5587.1,483.2
"cell_line_TT","drug_A",1,3,1,1197.70779220779,296.253246753247,239,1090,5587.1,483.2
"cell_line_TT","drug_JJ",1,3,10,1197.70779220779,296.253246753247,1006,696,5587.1,483.2
"cell_line_TT","drug_JJ",1,3,3.1623,1197.70779220779,296.253246753247,1040,536,5587.1,483.2
"cell_line_TT","drug_JJ",1,3,1,1197.70779220779,296.253246753247,858,653,5587.1,483.2
"cell_line_TT","drug_JJ",1,3,0.31623,1197.70779220779,296.253246753247,1162,707,5587.1,483.2
"cell_line_TT","drug_JJ",1,3,0.1,1197.70779220779,296.253246753247,2506,653,5587.1,483.2
"cell_line_TT","drug_JJ",1,3,0.031623,1197.70779220779,296.253246753247,3837,581,5587.1,483.2
"cell_line_TT","drug_JJ",1,3,0.01,1197.70779220779,296.253246753247,4394,473,5587.1,483.2
"cell_line_TT","drug_JJ",1,3,0.0031623,1197.70779220779,296.253246753247,4781,392,5587.1,483.2
"cell_line_TT","drug_JJ",1,3,0.001,1197.70779220779,296.253246753247,5287,503,5587.1,483.2
"cell_line_TT","drug_M",1,3,1,1197.70779220779,296.253246753247,4302,403,5587.1,483.2
"cell_line_TT","drug_A",1,3,1,1197.70779220779,296.253246753247,188,1086,5587.1,483.2
"cell_line_TT","drug_H",1,3,10,1197.70779220779,296.253246753247,1826,579,5587.1,483.2
"cell_line_TT","drug_H",1,3,3.1623,1197.70779220779,296.253246753247,2446,584,5587.1,483.2
"cell_line_TT","drug_H",1,3,1,1197.70779220779,296.253246753247,2558,593,5587.1,483.2
"cell_line_TT","drug_H",1,3,0.31623,1197.70779220779,296.253246753247,4337,706,5587.1,483.2
"cell_line_TT","drug_H",1,3,0.1,1197.70779220779,296.253246753247,4414,589,5587.1,483.2
"cell_line_TT","drug_H",1,3,0.031623,1197.70779220779,296.253246753247,5090,517,5587.1,483.2
"cell_line_TT","drug_H",1,3,0.01,1197.70779220779,296.253246753247,5522,486,5587.1,483.2
"cell_line_TT","drug_H",1,3,0.0031623,1197.70779220779,296.253246753247,5659,460,5587.1,483.2
"cell_line_TT","drug_H",1,3,0.001,1197.70779220779,296.253246753247,6021,510,5587.1,483.2
"cell_line_TT","drug_SS",1,3,1,1197.70779220779,296.253246753247,3368,530,5587.1,483.2
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,5517,476,5587.1,483.2
"cell_line_TT","drug_W",1,3,1,1197.70779220779,296.253246753247,312,1093,5587.1,483.2
"cell_line_TT","drug_W",1,3,0.31623,1197.70779220779,296.253246753247,293,1405,5587.1,483.2
"cell_line_TT","drug_W",1,3,0.1,1197.70779220779,296.253246753247,257,1305,5587.1,483.2
"cell_line_TT","drug_W",1,3,0.031623,1197.70779220779,296.253246753247,590,942,5587.1,483.2
"cell_line_TT","drug_W",1,3,0.01,1197.70779220779,296.253246753247,4933,540,5587.1,483.2
"cell_line_TT","drug_W",1,3,0.0031623,1197.70779220779,296.253246753247,4945,470,5587.1,483.2
"cell_line_TT","drug_W",1,3,0.001,1197.70779220779,296.253246753247,4881,535,5587.1,483.2
"cell_line_TT","drug_W",1,3,0.00031623,1197.70779220779,296.253246753247,4995,384,5587.1,483.2
"cell_line_TT","drug_W",1,3,1e-04,1197.70779220779,296.253246753247,5392,459,5587.1,483.2
"cell_line_TT","drug_M",1,3,0.31623,1197.70779220779,296.253246753247,4411,402,5587.1,483.2
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,4767,447,5587.1,483.2
"cell_line_TT","drug_DD",1,3,3.1623,1197.70779220779,296.253246753247,4307,372,5587.1,483.2
"cell_line_TT","drug_DD",1,3,1,1197.70779220779,296.253246753247,3608,417,5587.1,483.2
"cell_line_TT","drug_DD",1,3,0.31623,1197.70779220779,296.253246753247,4318,423,5587.1,483.2
"cell_line_TT","drug_DD",1,3,0.1,1197.70779220779,296.253246753247,3795,420,5587.1,483.2
"cell_line_TT","drug_DD",1,3,0.031623,1197.70779220779,296.253246753247,4672,483,5587.1,483.2
"cell_line_TT","drug_DD",1,3,0.01,1197.70779220779,296.253246753247,5587,507,5587.1,483.2
"cell_line_TT","drug_DD",1,3,0.0031623,1197.70779220779,296.253246753247,4716,451,5587.1,483.2
"cell_line_TT","drug_DD",1,3,0.001,1197.70779220779,296.253246753247,5432,432,5587.1,483.2
"cell_line_TT","drug_DD",1,3,0.00031623,1197.70779220779,296.253246753247,6253,523,5587.1,483.2
"cell_line_TT","drug_SS",1,3,0.31623,1197.70779220779,296.253246753247,3979,470,5587.1,483.2
"cell_line_TT","drug_II",1,3,1,1197.70779220779,296.253246753247,697,1336,5587.1,483.2
"cell_line_TT","drug_O",1,3,10,1197.70779220779,296.253246753247,3109,689,5587.1,483.2
"cell_line_TT","drug_O",1,3,3.1623,1197.70779220779,296.253246753247,4109,535,5587.1,483.2
"cell_line_TT","drug_O",1,3,1,1197.70779220779,296.253246753247,4851,554,5587.1,483.2
"cell_line_TT","drug_O",1,3,0.31623,1197.70779220779,296.253246753247,4815,516,5587.1,483.2
"cell_line_TT","drug_O",1,3,0.1,1197.70779220779,296.253246753247,5188,519,5587.1,483.2
"cell_line_TT","drug_O",1,3,0.031623,1197.70779220779,296.253246753247,5113,499,5587.1,483.2
"cell_line_TT","drug_O",1,3,0.01,1197.70779220779,296.253246753247,5385,535,5587.1,483.2
"cell_line_TT","drug_O",1,3,0.0031623,1197.70779220779,296.253246753247,5237,531,5587.1,483.2
"cell_line_TT","drug_O",1,3,0.001,1197.70779220779,296.253246753247,5878,554,5587.1,483.2
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,5094,496,5587.1,483.2
"cell_line_TT","drug_II",1,3,1,1197.70779220779,296.253246753247,682,1276,5587.1,483.2
"cell_line_TT","drug_TT",1,3,10,1197.70779220779,296.253246753247,274,1122,5587.1,483.2
"cell_line_TT","drug_TT",1,3,3.1623,1197.70779220779,296.253246753247,409,1247,5587.1,483.2
"cell_line_TT","drug_TT",1,3,1,1197.70779220779,296.253246753247,491,1132,5587.1,483.2
"cell_line_TT","drug_TT",1,3,0.31623,1197.70779220779,296.253246753247,567,1131,5587.1,483.2
"cell_line_TT","drug_TT",1,3,0.1,1197.70779220779,296.253246753247,676,1087,5587.1,483.2
"cell_line_TT","drug_TT",1,3,0.031623,1197.70779220779,296.253246753247,1889,1007,5587.1,483.2
"cell_line_TT","drug_TT",1,3,0.01,1197.70779220779,296.253246753247,5015,677,5587.1,483.2
"cell_line_TT","drug_TT",1,3,0.0031623,1197.70779220779,296.253246753247,5573,504,5587.1,483.2
"cell_line_TT","drug_TT",1,3,0.001,1197.70779220779,296.253246753247,6111,556,5587.1,483.2
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,6053,509,5587.1,483.2
"cell_line_TT","drug_ZZ",1,3,0.1,1197.70779220779,296.253246753247,2489,514,5536.4,479.1
"cell_line_TT","drug_G",1,3,10,1197.70779220779,296.253246753247,4884,499,5536.4,479.1
"cell_line_TT","drug_G",1,3,3.1623,1197.70779220779,296.253246753247,4487,353,5536.4,479.1
"cell_line_TT","drug_G",1,3,1,1197.70779220779,296.253246753247,5560,543,5536.4,479.1
"cell_line_TT","drug_G",1,3,0.31623,1197.70779220779,296.253246753247,6120,490,5536.4,479.1
"cell_line_TT","drug_G",1,3,0.1,1197.70779220779,296.253246753247,5246,455,5536.4,479.1
"cell_line_TT","drug_G",1,3,0.031623,1197.70779220779,296.253246753247,5792,469,5536.4,479.1
"cell_line_TT","drug_G",1,3,0.01,1197.70779220779,296.253246753247,5511,497,5536.4,479.1
"cell_line_TT","drug_G",1,3,0.0031623,1197.70779220779,296.253246753247,6513,541,5536.4,479.1
"cell_line_TT","drug_G",1,3,0.001,1197.70779220779,296.253246753247,5514,370,5536.4,479.1
"cell_line_TT","drug_B",1,3,1,1197.70779220779,296.253246753247,712,556,5536.4,479.1
"cell_line_TT","drug_ZZ",1,3,0.1,1197.70779220779,296.253246753247,2199,543,5536.4,479.1
"cell_line_TT","drug_J",1,3,10,1197.70779220779,296.253246753247,4630,408,5536.4,479.1
"cell_line_TT","drug_J",1,3,3.1623,1197.70779220779,296.253246753247,4438,462,5536.4,479.1
"cell_line_TT","drug_J",1,3,1,1197.70779220779,296.253246753247,5440,420,5536.4,479.1
"cell_line_TT","drug_J",1,3,0.31623,1197.70779220779,296.253246753247,5987,479,5536.4,479.1
"cell_line_TT","drug_J",1,3,0.1,1197.70779220779,296.253246753247,4934,430,5536.4,479.1
"cell_line_TT","drug_J",1,3,0.031623,1197.70779220779,296.253246753247,5405,508,5536.4,479.1
"cell_line_TT","drug_J",1,3,0.01,1197.70779220779,296.253246753247,4715,421,5536.4,479.1
"cell_line_TT","drug_J",1,3,0.0031623,1197.70779220779,296.253246753247,6428,480,5536.4,479.1
"cell_line_TT","drug_J",1,3,0.001,1197.70779220779,296.253246753247,5200,425,5536.4,479.1
"cell_line_TT","drug_B",1,3,1,1197.70779220779,296.253246753247,553,835,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,5004,541,5536.4,479.1
"cell_line_TT","drug_FF",1,3,3.1623,1197.70779220779,296.253246753247,1836,452,5536.4,479.1
"cell_line_TT","drug_FF",1,3,1,1197.70779220779,296.253246753247,2391,330,5536.4,479.1
"cell_line_TT","drug_FF",1,3,0.31623,1197.70779220779,296.253246753247,2477,471,5536.4,479.1
"cell_line_TT","drug_FF",1,3,0.1,1197.70779220779,296.253246753247,2552,366,5536.4,479.1
"cell_line_TT","drug_FF",1,3,0.031623,1197.70779220779,296.253246753247,3505,468,5536.4,479.1
"cell_line_TT","drug_FF",1,3,0.01,1197.70779220779,296.253246753247,4265,417,5536.4,479.1
"cell_line_TT","drug_FF",1,3,0.0031623,1197.70779220779,296.253246753247,5082,456,5536.4,479.1
"cell_line_TT","drug_FF",1,3,0.001,1197.70779220779,296.253246753247,5022,477,5536.4,479.1
"cell_line_TT","drug_FF",1,3,0.00031623,1197.70779220779,296.253246753247,5209,521,5536.4,479.1
"cell_line_TT","drug_M",1,3,0.1,1197.70779220779,296.253246753247,3640,358,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,7108,580,5536.4,479.1
"cell_line_TT","drug_Q",1,3,10,1197.70779220779,296.253246753247,554,893,5536.4,479.1
"cell_line_TT","drug_Q",1,3,3.1623,1197.70779220779,296.253246753247,768,1056,5536.4,479.1
"cell_line_TT","drug_Q",1,3,1,1197.70779220779,296.253246753247,3571,660,5536.4,479.1
"cell_line_TT","drug_Q",1,3,0.31623,1197.70779220779,296.253246753247,4347,484,5536.4,479.1
"cell_line_TT","drug_Q",1,3,0.1,1197.70779220779,296.253246753247,4930,479,5536.4,479.1
"cell_line_TT","drug_Q",1,3,0.031623,1197.70779220779,296.253246753247,5225,542,5536.4,479.1
"cell_line_TT","drug_Q",1,3,0.01,1197.70779220779,296.253246753247,6002,471,5536.4,479.1
"cell_line_TT","drug_Q",1,3,0.0031623,1197.70779220779,296.253246753247,5192,524,5536.4,479.1
"cell_line_TT","drug_Q",1,3,0.001,1197.70779220779,296.253246753247,5268,451,5536.4,479.1
"cell_line_TT","drug_SS",1,3,0.1,1197.70779220779,296.253246753247,6029,475,5536.4,479.1
"cell_line_TT","drug_QQ",1,3,1,1197.70779220779,296.253246753247,269,1168,5536.4,479.1
"cell_line_TT","drug_VV",1,3,3.1623,1197.70779220779,296.253246753247,982,1014,5536.4,479.1
"cell_line_TT","drug_VV",1,3,1,1197.70779220779,296.253246753247,3119,553,5536.4,479.1
"cell_line_TT","drug_VV",1,3,0.31623,1197.70779220779,296.253246753247,4728,597,5536.4,479.1
"cell_line_TT","drug_VV",1,3,0.1,1197.70779220779,296.253246753247,4168,555,5536.4,479.1
"cell_line_TT","drug_VV",1,3,0.031623,1197.70779220779,296.253246753247,5729,608,5536.4,479.1
"cell_line_TT","drug_VV",1,3,0.01,1197.70779220779,296.253246753247,4958,510,5536.4,479.1
"cell_line_TT","drug_VV",1,3,0.0031623,1197.70779220779,296.253246753247,5765,527,5536.4,479.1
"cell_line_TT","drug_VV",1,3,0.001,1197.70779220779,296.253246753247,5263,453,5536.4,479.1
"cell_line_TT","drug_VV",1,3,0.00031623,1197.70779220779,296.253246753247,6343,595,5536.4,479.1
"cell_line_TT","drug_M",1,3,0.031623,1197.70779220779,296.253246753247,4095,323,5536.4,479.1
"cell_line_TT","drug_QQ",1,3,1,1197.70779220779,296.253246753247,225,1357,5536.4,479.1
"cell_line_TT","drug_E",1,3,10,1197.70779220779,296.253246753247,6610,302,5536.4,479.1
"cell_line_TT","drug_E",1,3,3.1623,1197.70779220779,296.253246753247,6446,416,5536.4,479.1
"cell_line_TT","drug_E",1,3,1,1197.70779220779,296.253246753247,5542,425,5536.4,479.1
"cell_line_TT","drug_E",1,3,0.31623,1197.70779220779,296.253246753247,5543,489,5536.4,479.1
"cell_line_TT","drug_E",1,3,0.1,1197.70779220779,296.253246753247,5512,486,5536.4,479.1
"cell_line_TT","drug_E",1,3,0.031623,1197.70779220779,296.253246753247,5676,547,5536.4,479.1
"cell_line_TT","drug_E",1,3,0.01,1197.70779220779,296.253246753247,5174,473,5536.4,479.1
"cell_line_TT","drug_E",1,3,0.0031623,1197.70779220779,296.253246753247,5439,530,5536.4,479.1
"cell_line_TT","drug_E",1,3,0.001,1197.70779220779,296.253246753247,5577,476,5536.4,479.1
"cell_line_TT","drug_SS",1,3,0.031623,1197.70779220779,296.253246753247,5427,464,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,4974,387,5536.4,479.1
"cell_line_TT","drug_L",1,3,10,1197.70779220779,296.253246753247,393,646,5536.4,479.1
"cell_line_TT","drug_L",1,3,3.1623,1197.70779220779,296.253246753247,1849,436,5536.4,479.1
"cell_line_TT","drug_L",1,3,1,1197.70779220779,296.253246753247,4456,521,5536.4,479.1
"cell_line_TT","drug_L",1,3,0.31623,1197.70779220779,296.253246753247,5479,442,5536.4,479.1
"cell_line_TT","drug_L",1,3,0.1,1197.70779220779,296.253246753247,6467,475,5536.4,479.1
"cell_line_TT","drug_L",1,3,0.031623,1197.70779220779,296.253246753247,5304,519,5536.4,479.1
"cell_line_TT","drug_L",1,3,0.01,1197.70779220779,296.253246753247,5211,526,5536.4,479.1
"cell_line_TT","drug_L",1,3,0.0031623,1197.70779220779,296.253246753247,6947,499,5536.4,479.1
"cell_line_TT","drug_L",1,3,0.001,1197.70779220779,296.253246753247,5126,555,5536.4,479.1
"cell_line_TT","drug_M",1,3,0.01,1197.70779220779,296.253246753247,3919,405,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,5447,429,5536.4,479.1
"cell_line_TT","drug_PP",1,3,10,1197.70779220779,296.253246753247,1428,817,5536.4,479.1
"cell_line_TT","drug_PP",1,3,3.1623,1197.70779220779,296.253246753247,5004,617,5536.4,479.1
"cell_line_TT","drug_PP",1,3,1,1197.70779220779,296.253246753247,5670,526,5536.4,479.1
"cell_line_TT","drug_PP",1,3,0.31623,1197.70779220779,296.253246753247,5832,572,5536.4,479.1
"cell_line_TT","drug_PP",1,3,0.1,1197.70779220779,296.253246753247,5985,511,5536.4,479.1
"cell_line_TT","drug_PP",1,3,0.031623,1197.70779220779,296.253246753247,5446,577,5536.4,479.1
"cell_line_TT","drug_PP",1,3,0.01,1197.70779220779,296.253246753247,5290,468,5536.4,479.1
"cell_line_TT","drug_PP",1,3,0.0031623,1197.70779220779,296.253246753247,5823,442,5536.4,479.1
"cell_line_TT","drug_PP",1,3,0.001,1197.70779220779,296.253246753247,5528,512,5536.4,479.1
"cell_line_TT","drug_SS",1,3,0.01,1197.70779220779,296.253246753247,4953,415,5536.4,479.1
"cell_line_TT","drug_A",1,3,1,1197.70779220779,296.253246753247,245,1048,5536.4,479.1
"cell_line_TT","drug_NN",1,3,1,1197.70779220779,296.253246753247,771,1001,5536.4,479.1
"cell_line_TT","drug_NN",1,3,0.31623,1197.70779220779,296.253246753247,868,914,5536.4,479.1
"cell_line_TT","drug_NN",1,3,0.1,1197.70779220779,296.253246753247,809,933,5536.4,479.1
"cell_line_TT","drug_NN",1,3,0.031623,1197.70779220779,296.253246753247,1004,771,5536.4,479.1
"cell_line_TT","drug_NN",1,3,0.01,1197.70779220779,296.253246753247,2919,724,5536.4,479.1
"cell_line_TT","drug_NN",1,3,0.0031623,1197.70779220779,296.253246753247,5195,396,5536.4,479.1
"cell_line_TT","drug_NN",1,3,0.001,1197.70779220779,296.253246753247,5433,472,5536.4,479.1
"cell_line_TT","drug_NN",1,3,0.00031623,1197.70779220779,296.253246753247,5680,432,5536.4,479.1
"cell_line_TT","drug_NN",1,3,1e-04,1197.70779220779,296.253246753247,5701,464,5536.4,479.1
"cell_line_TT","drug_M",1,3,0.0031623,1197.70779220779,296.253246753247,3833,305,5536.4,479.1
"cell_line_TT","drug_A",1,3,1,1197.70779220779,296.253246753247,223,1216,5536.4,479.1
"cell_line_TT","drug_AA",1,3,1,1197.70779220779,296.253246753247,4268,541,5536.4,479.1
"cell_line_TT","drug_AA",1,3,0.31623,1197.70779220779,296.253246753247,3451,591,5536.4,479.1
"cell_line_TT","drug_AA",1,3,0.1,1197.70779220779,296.253246753247,3867,501,5536.4,479.1
"cell_line_TT","drug_AA",1,3,0.031623,1197.70779220779,296.253246753247,4371,644,5536.4,479.1
"cell_line_TT","drug_AA",1,3,0.01,1197.70779220779,296.253246753247,4157,481,5536.4,479.1
"cell_line_TT","drug_AA",1,3,0.0031623,1197.70779220779,296.253246753247,6038,630,5536.4,479.1
"cell_line_TT","drug_AA",1,3,0.001,1197.70779220779,296.253246753247,6176,556,5536.4,479.1
"cell_line_TT","drug_AA",1,3,0.00031623,1197.70779220779,296.253246753247,6302,541,5536.4,479.1
"cell_line_TT","drug_AA",1,3,1e-04,1197.70779220779,296.253246753247,6036,521,5536.4,479.1
"cell_line_TT","drug_SS",1,3,0.0031623,1197.70779220779,296.253246753247,6126,460,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,5839,470,5536.4,479.1
"cell_line_TT","drug_V",1,3,1,1197.70779220779,296.253246753247,845,1099,5536.4,479.1
"cell_line_TT","drug_V",1,3,0.31623,1197.70779220779,296.253246753247,827,1102,5536.4,479.1
"cell_line_TT","drug_V",1,3,0.1,1197.70779220779,296.253246753247,798,1118,5536.4,479.1
"cell_line_TT","drug_V",1,3,0.031623,1197.70779220779,296.253246753247,850,1291,5536.4,479.1
"cell_line_TT","drug_V",1,3,0.01,1197.70779220779,296.253246753247,756,1182,5536.4,479.1
"cell_line_TT","drug_V",1,3,0.0031623,1197.70779220779,296.253246753247,2587,738,5536.4,479.1
"cell_line_TT","drug_V",1,3,0.001,1197.70779220779,296.253246753247,6198,545,5536.4,479.1
"cell_line_TT","drug_V",1,3,0.00031623,1197.70779220779,296.253246753247,5518,552,5536.4,479.1
"cell_line_TT","drug_V",1,3,1e-04,1197.70779220779,296.253246753247,5749,495,5536.4,479.1
"cell_line_TT","drug_M",1,3,0.001,1197.70779220779,296.253246753247,4216,469,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,5474,496,5536.4,479.1
"cell_line_TT","drug_Y",1,3,10,1197.70779220779,296.253246753247,329,1110,5536.4,479.1
"cell_line_TT","drug_Y",1,3,3.1623,1197.70779220779,296.253246753247,1563,458,5536.4,479.1
"cell_line_TT","drug_Y",1,3,1,1197.70779220779,296.253246753247,2800,371,5536.4,479.1
"cell_line_TT","drug_Y",1,3,0.31623,1197.70779220779,296.253246753247,3306,391,5536.4,479.1
"cell_line_TT","drug_Y",1,3,0.1,1197.70779220779,296.253246753247,4357,377,5536.4,479.1
"cell_line_TT","drug_Y",1,3,0.031623,1197.70779220779,296.253246753247,4074,456,5536.4,479.1
"cell_line_TT","drug_Y",1,3,0.01,1197.70779220779,296.253246753247,4964,454,5536.4,479.1
"cell_line_TT","drug_Y",1,3,0.0031623,1197.70779220779,296.253246753247,6131,471,5536.4,479.1
"cell_line_TT","drug_Y",1,3,0.001,1197.70779220779,296.253246753247,5762,525,5536.4,479.1
"cell_line_TT","drug_SS",1,3,0.001,1197.70779220779,296.253246753247,5541,424,5536.4,479.1
"cell_line_TT","drug_II",1,3,1,1197.70779220779,296.253246753247,866,1190,5536.4,479.1
"cell_line_TT","drug_K",1,3,10,1197.70779220779,296.253246753247,6283,522,5536.4,479.1
"cell_line_TT","drug_K",1,3,3.1623,1197.70779220779,296.253246753247,5569,413,5536.4,479.1
"cell_line_TT","drug_K",1,3,1,1197.70779220779,296.253246753247,6074,523,5536.4,479.1
"cell_line_TT","drug_K",1,3,0.31623,1197.70779220779,296.253246753247,6001,524,5536.4,479.1
"cell_line_TT","drug_K",1,3,0.1,1197.70779220779,296.253246753247,5125,470,5536.4,479.1
"cell_line_TT","drug_K",1,3,0.031623,1197.70779220779,296.253246753247,5405,437,5536.4,479.1
"cell_line_TT","drug_K",1,3,0.01,1197.70779220779,296.253246753247,5765,504,5536.4,479.1
"cell_line_TT","drug_K",1,3,0.0031623,1197.70779220779,296.253246753247,5957,488,5536.4,479.1
"cell_line_TT","drug_K",1,3,0.001,1197.70779220779,296.253246753247,5353,510,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,6517,561,5536.4,479.1
"cell_line_TT","drug_II",1,3,1,1197.70779220779,296.253246753247,682,1327,5536.4,479.1
"cell_line_TT","drug_T",1,3,10,1197.70779220779,296.253246753247,4319,1003,5536.4,479.1
"cell_line_TT","drug_T",1,3,3.1623,1197.70779220779,296.253246753247,6153,611,5536.4,479.1
"cell_line_TT","drug_T",1,3,1,1197.70779220779,296.253246753247,7229,453,5536.4,479.1
"cell_line_TT","drug_T",1,3,0.31623,1197.70779220779,296.253246753247,7401,571,5536.4,479.1
"cell_line_TT","drug_T",1,3,0.1,1197.70779220779,296.253246753247,7743,505,5536.4,479.1
"cell_line_TT","drug_T",1,3,0.031623,1197.70779220779,296.253246753247,6468,537,5536.4,479.1
"cell_line_TT","drug_T",1,3,0.01,1197.70779220779,296.253246753247,5557,485,5536.4,479.1
"cell_line_TT","drug_T",1,3,0.0031623,1197.70779220779,296.253246753247,5217,563,5536.4,479.1
"cell_line_TT","drug_T",1,3,0.001,1197.70779220779,296.253246753247,6402,504,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,5993,495,5536.4,479.1
"cell_line_TT","drug_ZZ",1,3,0.1,1197.70779220779,296.253246753247,2222,504,5536.4,479.1
"cell_line_TT","drug_OO",1,3,3.1623,1197.70779220779,296.253246753247,494,916,5536.4,479.1
"cell_line_TT","drug_OO",1,3,1,1197.70779220779,296.253246753247,1051,602,5536.4,479.1
"cell_line_TT","drug_OO",1,3,0.31623,1197.70779220779,296.253246753247,1196,620,5536.4,479.1
"cell_line_TT","drug_OO",1,3,0.1,1197.70779220779,296.253246753247,1290,632,5536.4,479.1
"cell_line_TT","drug_OO",1,3,0.031623,1197.70779220779,296.253246753247,1743,743,5536.4,479.1
"cell_line_TT","drug_OO",1,3,0.01,1197.70779220779,296.253246753247,3844,912,5536.4,479.1
"cell_line_TT","drug_OO",1,3,0.0031623,1197.70779220779,296.253246753247,5277,612,5536.4,479.1
"cell_line_TT","drug_OO",1,3,0.001,1197.70779220779,296.253246753247,5016,457,5536.4,479.1
"cell_line_TT","drug_OO",1,3,0.00031623,1197.70779220779,296.253246753247,5352,561,5536.4,479.1
"cell_line_TT","drug_B",1,3,1,1197.70779220779,296.253246753247,612,998,5536.4,479.1
"cell_line_TT","drug_ZZ",1,3,0.1,1197.70779220779,296.253246753247,2124,572,5536.4,479.1
"cell_line_TT","drug_Z",1,3,1,1197.70779220779,296.253246753247,711,1252,5536.4,479.1
"cell_line_TT","drug_Z",1,3,0.31623,1197.70779220779,296.253246753247,709,1467,5536.4,479.1
"cell_line_TT","drug_Z",1,3,0.1,1197.70779220779,296.253246753247,659,1192,5536.4,479.1
"cell_line_TT","drug_Z",1,3,0.031623,1197.70779220779,296.253246753247,810,1190,5536.4,479.1
"cell_line_TT","drug_Z",1,3,0.01,1197.70779220779,296.253246753247,913,1074,5536.4,479.1
"cell_line_TT","drug_Z",1,3,0.0031623,1197.70779220779,296.253246753247,1340,1116,5536.4,479.1
"cell_line_TT","drug_Z",1,3,0.001,1197.70779220779,296.253246753247,4452,765,5536.4,479.1
"cell_line_TT","drug_Z",1,3,0.00031623,1197.70779220779,296.253246753247,5987,502,5536.4,479.1
"cell_line_TT","drug_Z",1,3,1e-04,1197.70779220779,296.253246753247,5580,551,5536.4,479.1
"cell_line_TT","drug_B",1,3,1,1197.70779220779,296.253246753247,570,975,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,5339,447,5536.4,479.1
"cell_line_TT","drug_MM",1,3,10,1197.70779220779,296.253246753247,1759,452,5536.4,479.1
"cell_line_TT","drug_MM",1,3,3.1623,1197.70779220779,296.253246753247,4104,340,5536.4,479.1
"cell_line_TT","drug_MM",1,3,1,1197.70779220779,296.253246753247,4999,556,5536.4,479.1
"cell_line_TT","drug_MM",1,3,0.31623,1197.70779220779,296.253246753247,5298,442,5536.4,479.1
"cell_line_TT","drug_MM",1,3,0.1,1197.70779220779,296.253246753247,6132,479,5536.4,479.1
"cell_line_TT","drug_MM",1,3,0.031623,1197.70779220779,296.253246753247,5709,458,5536.4,479.1
"cell_line_TT","drug_MM",1,3,0.01,1197.70779220779,296.253246753247,5933,476,5536.4,479.1
"cell_line_TT","drug_MM",1,3,0.0031623,1197.70779220779,296.253246753247,5307,458,5536.4,479.1
"cell_line_TT","drug_MM",1,3,0.001,1197.70779220779,296.253246753247,5282,476,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,5322,437,5536.4,479.1
"cell_line_TT","drug_WW",1,3,0,1197.70779220779,296.253246753247,6067,555,5536.4,479.1
"cell_line_TT","drug_CC",1,3,10,1197.70779220779,296.253246753247,1058,653,5536.4,479.1
"cell_line_TT","drug_CC",1,3,3.1623,1197.70779220779,296.253246753247,2311,530,5536.4,479.1
"cell_line_TT","drug_CC",1,3,1,1197.70779220779,296.253246753247,3296,445,5536.4,479.1
"cell_line_TT","drug_CC",1,3,0.31623,1197.70779220779,296.253246753247,5008,588,5536.4,479.1
"cell_line_TT","drug_CC",1,3,0.1,1197.70779220779,296.253246753247,4673,511,5536.4,479.1
